"","refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed.9908_bed","refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed.DNase1HS_8846_bed"
"21651",-1.92056548936626,-1.67391003573644
"21652",-1.94784493280044,-1.81180298344124
"21653",-1.9266482976131,-1.39196630317286
"21654",-1.92730904498713,-1.76634406031424
"21655",-1.9408532805738,-1.49288656990249
"21656",-1.91410318886841,-1.64752804870105
"21657",-1.92730904498713,-1.47553896578455
"21658",-1.96944075470884,-1.16146572948813
"21659",-1.94089118208641,-1.56712687353132
"21660",-1.94780641956653,-1.55896505371657
"21661",-1.93400971076622,-1.5540379236759
"21662",-1.92727231041473,-1.91836469849705
"21663",-1.92719885059015,-1.90132167042356
"21664",-1.90766541047898,-1.75197766358765
"21665",-1.93404701968613,-1.72948420042564
"21666",-1.96197625995484,-1.50184113108711
"21667",-1.92730904498713,-1.96007058589144
"21668",-1.93404701968613,-1.49241396023699
"21669",-1.93404701968613,-1.49940679256878
"21670",-1.93404701968613,-1.49940679256878
"21671",-1.94020946042604,-1.79215028886947
"21672",-1.90643824243471,-1.58639851447104
"21673",-1.90699880331525,-1.57118512797385
"21674",-1.92730904498713,-1.69589740836834
"21675",-1.94089118208641,-1.66883599204864
"21676",-1.89506926092226,-1.45857053859738
"21677",-1.89506926092226,-1.69844916339983
"21678",-1.90773563921165,-1.94100490647458
"21679",-1.882695553359,-1.95074320276777
"21680",-1.92067401324718,-1.96007058589144
"21681",-1.94089118208641,-1.62640764480106
"21682",-1.93404701968613,-1.46177826776088
"21683",-1.88306035344924,-1.46914742939273
"21684",-1.88887196365488,-1.47146893936459
"21685",-1.94036086167628,-1.71964930695399
"21686",-1.93404701968613,-1.37909393759687
"21687",-1.92730904498713,-1.3839342920913
"21688",-1.89500105070037,-1.80531918735006
"21689",-1.91413882621155,-1.47551300365626
"21690",-1.94089118208641,-1.59641624963331
"21691",-1.94784493280044,-1.6249036249046
"21692",-1.94803755021695,-1.61382219220911
"21693",-1.89510337005103,-1.95066566402772
"21694",-1.91908504114337,-1.55572093572315
"21695",-1.90194496033076,-1.22155931642877
"21696",-1.90766541047898,-1.3841761539381
"21697",-1.82614386101373,-1.95105349623951
"21698",-1.91410318886841,-1.54507895465985
"21699",-1.92067401324718,-1.9148521878731
"21700",-1.94089118208641,-1.43357429343247
"21701",-1.91410318886841,-1.33029270892323
"21702",-1.93404701968613,-1.92793400858525
"21703",-1.92804438969702,-1.92797079917208
"21704",-1.94784493280044,-1.64527706555107
"21705",-1.95495098701104,-1.73146882961318
"21706",-1.93404701968613,-1.75822945735388
"21707",-1.90784100360873,-1.09409623378338
"21708",-1.90763030037088,-1.09413938490686
"21709",-1.90766541047898,-1.67602639464912
"21710",-1.93892467637021,-1.71502814535213
"21711",-1.94089118208641,-1.80203063208383
"21712",-1.92067401324718,-1.78314821671562
"21713",-1.92712540318901,-1.48800974891921
"21714",-1.90766541047898,-1.51474718303968
"21715",-1.91966217675243,-1.73750144898523
"21716",-1.94020946042604,-1.9148521878731
"21717",-1.93404701968613,-1.86614187479667
"21718",-1.94089118208641,-1.41433627117143
"21719",-1.92067401324718,-1.39820066356547
"21720",-1.92074637756992,-1.40877952036571
"21721",-1.9200232763674,-1.3853031115983
"21722",-1.93404701968613,-1.95534266676513
"21723",-1.92067401324718,-1.88054614924394
"21724",-1.92730904498713,-1.94915641904308
"21725",-1.90780587930268,-1.97959727901612
"21726",-1.90763030037088,-1.49776412094423
"21727",-1.91410318886841,-1.49585549069163
"21728",-1.94089118208641,-1.94550185336332
"21729",-1.91406755444936,-1.30202131761968
"21730",-1.92730904498713,-1.46867439041897
"21731",-1.86758020190239,-1.638309930362
"21732",-1.94784493280044,-1.41216560964533
"21733",-1.87085815420771,-1.61613079919746
"21734",-1.92730904498713,-1.76391641510495
"21735",-1.95495098701104,-1.94142215086678
"21736",-1.92067401324718,-1.96007058589144
"21737",-1.88236418261051,-1.97959727901612
"21738",-1.94784493280044,-1.96007058589144
"21739",-1.93400971076622,-1.95334878302908
"21740",-1.92060166098015,-1.93237128327175
"21741",-1.90132167042356,-1.93233411802575
"21742",-1.94807608395389,-1.63595582081711
"21743",-1.94784493280044,-1.64347699765817
"21744",-1.94784493280044,-1.93237128327175
"21745",-1.94081538236863,-1.95066566402772
"21746",-1.9142814048346,-1.95534266676513
"21747",-1.94062594093404,-1.95534266676513
"21748",-1.92624500187681,-1.5459787942974
"21749",-1.93400971076622,-1.24050590785596
"21750",-1.94089118208641,-1.54412016281527
"21751",-1.91410318886841,-1.93685436289336
"21752",-1.91410318886841,-1.62387947439055
"21753",-1.92730904498713,-1.97461220010959
"21754",-1.94788344945,-1.95534266676513
"21755",-1.94089118208641,-1.50430306181309
"21756",-1.94092908690702,-1.94715221659914
"21757",-1.94745995406598,-1.87403103690744
"21758",-1.93404701968613,-1.37883410816939
"21759",-1.92730904498713,-1.96007058589144
"21760",-1.92727231041473,-1.50774262246201
"21761",-1.92730904498713,-1.91832871270908
"21762",-1.90121787568531,-1.96972419711071
"21763",-1.92067401324718,-1.88176835167297
"21764",-1.92067401324718,-1.77006231409207
"21765",-1.92060166098015,-1.77505278122291
"21766",-1.92730904498713,-1.41013972292017
"21767",-1.91417446647926,-1.84040273201259
"21768",-1.92060166098015,-1.25380187100845
"21769",-1.93404701968613,-1.96007058589144
"21770",-1.93400971076622,-1.27372932523582
"21771",-1.94343814814054,-1.93237128327175
"21772",-1.94108073928112,-1.94142215086678
"21773",-1.93404701968613,-1.96007058589144
"21774",-1.92063783560695,-1.96007058589144
"21775",-1.90132167042356,-1.61400071586103
"21776",-1.91410318886841,-1.62122066893931
"21777",-1.92067401324718,-1.89808116631958
"21778",-1.92067401324718,-1.74838611045641
"21779",-1.91406755444936,-1.41562353897997
"21780",-1.91346221624679,-1.88927564561909
"21781",-1.91410318886841,-1.19682294434537
"21782",-1.91410318886841,-1.20168089816666
"21783",-1.90756008866886,-1.77352898468286
"21784",-1.89503515447218,-1.69923065922945
"21785",-1.90766541047898,-1.8585188707292
"21786",-1.92657494325402,-1.62896910053367
"21787",-1.88306035344924,-1.62701439403304
"21788",-1.91410318886841,-1.92252308049566
"21789",-1.90766541047898,-1.95066566402772
"21790",-1.93404701968613,-1.26315747929018
"21791",-1.90748988831602,-1.94596178931513
"21792",-1.92063783560695,-1.24674642519043
"21793",-1.92067401324718,-1.25154837421418
"21794",-1.9194095855465,-1.50276617571487
"21795",-1.92063783560695,-1.50279381929605
"21796",-1.93400971076622,-1.68879730104924
"21797",-1.89336721107988,-1.87791524928913
"21798",-1.88887196365488,-1.89005041976941
"21799",-1.9144953605735,-1.67877451458282
"21800",-1.88279501390722,-1.86652496316191
"21801",-1.92067401324718,-1.74321011807319
"21802",-1.91410318886841,-1.89387712599335
"21803",-1.90011227258853,-1.88655804603468
"21804",-1.89506926092226,-1.92317757665723
"21805",-1.94089118208641,-1.89777216987687
"21806",-1.89571779290556,-1.86232946276324
"21807",-1.89506926092226,-1.55113915439256
"21808",-1.90097578438911,-1.92343236955506
"21809",-1.91342663437943,-1.27761290582288
"21810",-1.91406755444936,-1.28178904526813
"21811",-1.88870387351774,-1.34158790103991
"21812",-1.91406755444936,-1.67606759124201
"21813",-1.94096699503622,-1.34734760459965
"21814",-1.9408532805738,-1.33494460748557
"21815",-1.91410318886841,-1.63150857058419
"21816",-1.91410318886841,-1.62051318628273
"21817",-1.91403192295393,-1.52693658228779
"21818",-1.91246702426591,-1.58861602167202
"21819",-1.88890558949066,-1.83038433777725
"21820",-1.89945714998754,-1.83259404276771
"21821",-1.92056548936626,-1.03027199240622
"21822",-1.91410318886841,-1.95066566402772
"21823",-1.92067401324718,-1.95066566402772
"21824",-1.88904011887512,-1.61173889945911
"21825",-1.88279501390722,-1.85483468264934
"21826",-1.89486466238743,-1.74023893320134
"21827",-1.89506926092226,-1.74292169403343
"21828",-1.92067401324718,-1.91879676069342
"21829",-1.92071019390134,-1.91912108965818
"21830",-1.94092908690702,-1.49476859909787
"21831",-1.90132167042356,-1.96007058589144
"21832",-1.91410318886841,-1.90215292257666
"21833",-1.94765240077534,-1.80818582800166
"21834",-1.88880471979287,-1.96007058589144
"21835",-1.91410318886841,-1.30546499574606
"21836",-1.89506926092226,-1.92350519499028
"21837",-1.89506926092226,-1.72110927507132
"21838",-1.89506926092226,-1.72110927507132
"21839",-1.92741926735105,-1.94142215086678
"21840",-1.96213544422563,-1.91495929325781
"21841",-1.91410318886841,-1.5798461395254
"21842",-1.94089118208641,-1.68763220528403
"21843",-1.91681999587002,-1.06567833248657
"21844",-1.93404701968613,-1.80518051043796
"21845",-1.88286133359612,-1.85833078303379
"21846",-1.94784493280044,-1.3535570615985
"21847",-1.93404701968613,-1.63417519314064
"21848",-1.94089118208641,-1.96972419711071
"21849",-1.92038467647306,-1.8048201575681
"21850",-1.92730904498713,-1.11623071425007
"21851",-1.91410318886841,-1.95074320276777
"21852",-1.90087207227353,-1.95534266676513
"21853",-1.94784493280044,-1.42191116858091
"21854",-1.92730904498713,-1.95534266676513
"21855",-1.92052932076479,-1.66366036417922
"21856",-1.93036889737966,-1.95066566402772
"21857",-1.92067401324718,-1.96007058589144
"21858",-1.92067401324718,-1.93237128327175
"21859",-1.88880471979287,-1.96007058589144
"21860",-1.92730904498713,-1.87775134602195
"21861",-1.94784493280044,-1.85779830983649
"21862",-1.91356897934363,-1.46563116514909
"21863",-1.91335547938919,-1.47158469806386
"21864",-1.89506926092226,-1.91962608329869
"21865",-1.77139434964491,-1.78267400977289
"21866",-1.90766541047898,-1.94596178931513
"21867",-1.6607473659673,-1.89387712599335
"21868",-1.71864841832726,-1.79552729635104
"21869",-1.83156144781323,-1.39666072596603
"21870",-1.88296083212232,-1.60982468977133
"21871",-1.90766541047898,-1.50424758396267
"21872",-1.94089118208641,-1.5278142111242
"21873",-1.94089118208641,-1.55601769699259
"21874",-1.90451681417046,-1.72897200573768
"21875",-1.88887196365488,-1.84242235947927
"21876",-1.93404701968613,-1.6506447534048
"21877",-1.92730904498713,-1.40792321959265
"21878",-1.90766541047898,-1.92797079917208
"21879",-1.92013166482483,-1.19875411918058
"21880",-1.92730904498713,-1.56150511768554
"21881",-1.89506926092226,-1.34786006934371
"21882",-1.92067401324718,-1.87005244271933
"21883",-1.89503515447218,-1.57107188510668
"21884",-1.90766541047898,-1.3693687559795
"21885",-1.9038202152852,-1.9063332177721
"21886",-1.90101036059882,-1.75798063502445
"21887",-1.92730904498713,-1.19626982902546
"21888",-1.92121703980304,-1.16732506525876
"21889",-1.93404701968613,-1.77905552367659
"21890",-1.88920833922889,-1.7261888006006
"21891",-1.92067401324718,-1.68390379032487
"21892",-1.85927203715582,-1.94600013930693
"21893",-1.88223170507363,-1.90215292257666
"21894",-1.92150693183343,-1.94142215086678
"21895",-1.90784100360873,-1.93237128327175
"21896",-1.90713905666118,-1.68112312533902
"21897",-1.88904011887512,-1.91915714116544
"21898",-1.91410318886841,-1.66490332573846
"21899",-1.90766541047898,-1.85124314867821
"21900",-1.93404701968613,-1.5932554937651
"21901",-1.94719067185944,-1.96489059705542
"21902",-1.92354161228785,-1.89753199121198
"21903",-1.90132167042356,-1.90629821519445
"21904",-1.89527395589003,-1.9063332177721
"21905",-1.91410318886841,-1.59164129852348
"21906",-1.90149471679868,-1.54001980296826
"21907",-1.89506926092226,-1.91058948901646
"21908",-1.93404701968613,-1.89387712599335
"21909",-1.92730904498713,-1.69449815853597
"21910",-1.92730904498713,-1.84411764191818
"21911",-1.92730904498713,-1.95502929470723
"21912",-1.93404701968613,-1.78251605578609
"21913",-1.70903099105148,-1.86331113432774
"21914",-1.80013516626774,-1.03694921009312
"21915",-1.79107516891974,-1.89797814307585
"21916",-1.91349780102963,-1.91055414172617
"21917",-1.88279501390722,-1.88176835167297
"21918",-1.86505828926464,-1.49948908947366
"21919",-1.92067401324718,-1.5690546468316
"21920",-1.89506926092226,-1.93237128327175
"21921",-1.89394515990621,-1.93685436289336
"21922",-1.92067401324718,-1.79541882442243
"21923",-1.88216548145625,-1.93237128327175
"21924",-1.91410318886841,-1.80170039103231
"21925",-1.91246702426591,-1.6286550169179
"21926",-1.90770052342575,-1.46430089614711
"21927",-1.91413882621155,-1.95066566402772
"21928",-1.88279501390722,-1.93229695595993
"21929",-1.87089041377927,-1.94600013930693
"21930",-1.91381819535025,-1.89387712599335
"21931",-1.93404701968613,-1.88575608631109
"21932",-1.90132167042356,-1.41299660208124
"21933",-1.94089118208641,-1.50325019260544
"21934",-1.92067401324718,-1.50886251602197
"21935",-1.87089041377927,-1.90239567112559
"21936",-1.91367576869261,-1.50939547879877
"21937",-1.90132167042356,-1.85826810523286
"21938",-1.90784100360873,-1.638309930362
"21939",-1.90766541047898,-1.89387712599335
"21940",-1.90784100360873,-1.42150978203109
"21941",-1.90132167042356,-1.43924475810087
"21942",-1.90132167042356,-1.79539171067296
"21943",-1.88279501390722,-1.41157141510176
"21944",-1.93278031102586,-1.93764368191456
"21945",-1.91421010967201,-1.65004290128054
"21946",-1.90132167042356,-1.46914742939273
"21947",-1.89506926092226,-1.93237128327175
"21948",-1.89438764031321,-1.94508067287619
"21949",-1.91356897934363,-1.91915714116544
"21950",-1.90766541047898,-1.94600013930693
"21951",-1.91392504600447,-1.92778687739662
"21952",-1.91410318886841,-1.94070170759193
"21953",-1.85949195696182,-1.93259434156218
"21954",-1.90073382796808,-1.94142215086678
"21955",-1.90125247117518,-1.6616431266463
"21956",-1.876801924968,-1.62932040417614
"21957",-1.90197961379033,-1.79871214589824
"21958",-1.89506926092226,-1.78264768011864
"21959",-1.93393510254032,-1.84731424396321
"21960",-1.90146010200714,-1.61937275871121
"21961",-1.90132167042356,-1.58688472449249
"21962",-1.91410318886841,-1.93237128327175
"21963",-1.90766541047898,-0.787966957329211
"21964",-1.92067401324718,-1.8699880503281
"21965",-1.87676922330149,-1.95066566402772
"21966",-1.88759610728213,-1.94146010206022
"21967",-1.90766541047898,-1.94600013930693
"21968",-1.89486466238743,-1.94142215086678
"21969",-1.91406755444936,-1.9148521878731
"21970",-1.92067401324718,-1.66918053350416
"21971",-1.93404701968613,-1.35120103672867
"21972",-1.93404701968613,-1.34630520468492
"21973",-1.88276185786018,-1.95167474906878
"21974",-1.88887196365488,-1.32994906639014
"21975",-1.89082657857453,-1.33305168215968
"21976",-1.94089118208641,-1.57238407638168
"21977",-1.91410318886841,-1.3926844023305
"21978",-1.86505828926464,-1.85111983087177
"21979",-1.90132167042356,-1.87318698995845
"21980",-1.90132167042356,-1.87364127293073
"21981",-1.89486466238743,-1.36487831613386
"21982",-1.90132167042356,-1.36297082672789
"21983",-1.90752498707402,-0.97646770613475
"21984",-1.94869308918203,-1.95066566402772
"21985",-1.93404701968613,-1.92771333049011
"21986",-1.88229793879069,-1.9324456233065
"21987",-1.90125247117518,-1.61881269336583
"21988",-1.88279501390722,-1.54617731495926
"21989",-1.91998715289207,-1.19391503832638
"21990",-1.94784493280044,-1.87755474371804
"21991",-1.94089118208641,-1.96007058589144
"21992",-1.92063783560695,-1.97432555058966
"21993",-1.92730904498713,-1.67380756187223
"21994",-1.94077748747031,-1.33065522132684
"21995",-1.93404701968613,-1.33136252632888
"21996",-1.91413882621155,-1.84439071632108
"21997",-1.90076838491912,-1.96972419711071
"21998",-1.94784493280044,-1.94153601439775
"21999",-1.89500105070037,-1.94600013930693
"22000",-1.92067401324718,-1.81259209757745
"22001",-1.93404701968613,-1.3651701976261
"22002",-1.94089118208641,-1.36063305777495
"22003",-1.92067401324718,-1.8585188707292
"22004",-1.90766541047898,-1.28523448764115
"22005",-1.92730904498713,-1.35029527214445
"22006",-1.91410318886841,-1.58494314188915
"22007",-1.92067401324718,-1.45988334409387
"22008",-1.91410318886841,-1.29023834325339
"22009",-1.92730904498713,-1.95062689984847
"22010",-1.94089118208641,-1.95971420106751
"22011",-1.93404701968613,-1.95955590163732
"22012",-1.96213544422563,-1.97947298772544
"22013",-1.95495098701104,-1.95534266676513
"22014",-1.94089118208641,-1.96118121262634
"22015",-1.95495098701104,-1.96972419711071
"22016",-1.94089118208641,-1.96972419711071
"22017",-1.95495098701104,-1.96964319468916
"22018",-1.91410318886841,-1.96972419711071
"22019",-1.89506926092226,-1.93685436289336
"22020",-1.92730904498713,-1.94142215086678
"22021",-1.9017024635053,-1.95062689984847
"22022",-1.96944075470884,-1.9639302993023
"22023",-1.94784493280044,-1.49779144795269
"22024",-1.92730904498713,-1.94600013930693
"22025",-1.94765240077534,-1.5595159791766
"22026",-1.92730904498713,-1.58294370088089
"22027",-1.90063017361016,-1.25055743482594
"22028",-1.88279501390722,-1.44577743445758
"22029",-1.90766541047898,-1.86239272949537
"22030",-1.90132167042356,-1.88528895944164
"22031",-1.94051231572555,-1.9148521878731
"22032",-1.90132167042356,-1.35810964227114
"22033",-1.90766541047898,-1.35125953807336
"22034",-1.91406755444936,-1.93237128327175
"22035",-1.91410318886841,-1.27869236974758
"22036",-1.93404701968613,-1.58034158903942
"22037",-1.92063783560695,-1.82906389139092
"22038",-1.93404701968613,-1.95066566402772
"22039",-1.92730904498713,-1.93125770706702
"22040",-1.90763030037088,-1.35416524858105
"22041",-1.90766541047898,-1.35329247195842
"22042",-1.90738460905845,-1.85464818344154
"22043",-1.91410318886841,-1.91915714116544
"22044",-1.91406755444936,-1.96003097313254
"22045",-1.94108073928112,-1.89387712599335
"22046",-1.94089118208641,-1.96489059705542
"22047",-1.93337594901657,-1.28467368097395
"22048",-1.90132167042356,-1.91055414172617
"22049",-1.92067401324718,-1.21627503248463
"22050",-1.92657494325402,-1.94142215086678
"22051",-1.92730904498713,-1.44984505503285
"22052",-1.89520571351372,-1.73463964789817
