,dataset_44528.dat,dataset_44529.dat,sum,pat
Chrac1,0,1,1,0_1
Chrd,0,1,1,0_1
Chrdl1,0,1,1,0_1
Chrdl2,0,1,1,0_1
Chrm1,0,1,1,0_1
Chrm3,0,1,1,0_1
Chrm4,0,1,1,0_1
Chrna1,0,1,1,0_1
Chrna10,0,1,1,0_1
Chrna2,0,1,1,0_1
Chrna3,0,1,1,0_1
Chrna4,0,1,1,0_1
Chrna5,0,1,1,0_1
Chrna6,0,1,1,0_1
Chrna7,0,1,1,0_1
Chrna9,0,1,1,0_1
Chrnb2,0,1,1,0_1
Chrnb3,0,1,1,0_1
Chrnb4,0,1,1,0_1
Chrnd,0,1,1,0_1
Chrne,0,1,1,0_1
Chrng,0,1,1,0_1
Chst1,0,1,1,0_1
Chst10,0,1,1,0_1
Chst11,0,1,1,0_1
Chst12,0,1,1,0_1
Chst13,0,1,1,0_1
Chst14,0,1,1,0_1
Chst15,0,1,1,0_1
Chst2,0,1,1,0_1
Chst3,0,1,1,0_1
Chst4,0,1,1,0_1
Chst5,0,1,1,0_1
Chst7,0,1,1,0_1
Chst8,0,1,1,0_1
Chsy1,0,1,1,0_1
Chsy3,0,1,1,0_1
Chtf18,0,1,1,0_1
Chtf8,0,1,1,0_1
Chuk,0,1,1,0_1
Ciao1,0,1,1,0_1
Ciapin1,0,1,1,0_1
Cib1,0,1,1,0_1
Cib3,0,1,1,0_1
Cib4,0,1,1,0_1
Cic,0,1,1,0_1
Cidea,0,1,1,0_1
Cideb,0,1,1,0_1
Ciita,0,1,1,0_1
Cilp,0,1,1,0_1
Cilp2,0,1,1,0_1
Cinp,0,1,1,0_1
Cir1,0,1,1,0_1
Cirbp,0,1,1,0_1
Cirh1a,0,1,1,0_1
Cisd1,0,1,1,0_1
Cisd2,0,1,1,0_1
Cisd3,0,1,1,0_1
Cish,0,1,1,0_1
Cit,0,1,1,0_1
Cited1,0,1,1,0_1
Cited2,0,1,1,0_1
Cited4,0,1,1,0_1
Ciz1,0,1,1,0_1
CK137956,0,1,1,0_1
Ckap2,0,1,1,0_1
Ckap4,0,1,1,0_1
Ckap5,0,1,1,0_1
Ckb,0,1,1,0_1
Cklf,0,1,1,0_1
Ckm,0,1,1,0_1
Ckmt1,0,1,1,0_1
Cks1b,0,1,1,0_1
Cks2,0,1,1,0_1
Clasp1,0,1,1,0_1
Clasp2,0,1,1,0_1
Clca1,0,1,1,0_1
Clca2,0,1,1,0_1
Clca3,0,1,1,0_1
Clca4,0,1,1,0_1
Clcc1,0,1,1,0_1
Clcf1,0,1,1,0_1
Clcn1,0,1,1,0_1
Clcn2,0,1,1,0_1
Clcn3,0,1,1,0_1
Clcn4-2,0,1,1,0_1
Clcn5,0,1,1,0_1
Clcn6,0,1,1,0_1
Clcn7,0,1,1,0_1
Clcnka,0,1,1,0_1
Clcnkb,0,1,1,0_1
Cldn1,0,1,1,0_1
Cldn10a,0,1,1,0_1
Cldn11,0,1,1,0_1
Cldn12,0,1,1,0_1
Cldn13,0,1,1,0_1
Cldn14,0,1,1,0_1
Cldn15,0,1,1,0_1
Cldn16,0,1,1,0_1
Cldn18,0,1,1,0_1
Cldn19,0,1,1,0_1
Cldn2,0,1,1,0_1
Cldn20,0,1,1,0_1
Cldn22,0,1,1,0_1
Cldn23,0,1,1,0_1
Cldn3,0,1,1,0_1
Cldn4,0,1,1,0_1
Cldn5,0,1,1,0_1
Cldn6,0,1,1,0_1
Cldn7,0,1,1,0_1
Cldn8,0,1,1,0_1
Cldn9,0,1,1,0_1
Cldnd1,0,1,1,0_1
Cldnd2,0,1,1,0_1
Clec10a,0,1,1,0_1
Clec11a,0,1,1,0_1
Clec12b,0,1,1,0_1
Clec14a,0,1,1,0_1
Clec16a,0,1,1,0_1
Clec1a,0,1,1,0_1
Clec1b,0,1,1,0_1
Clec2d,0,1,1,0_1
Clec2e,0,1,1,0_1
Clec2g,0,1,1,0_1
Clec2h,0,1,1,0_1
Clec2i,0,1,1,0_1
Clec2l,0,1,1,0_1
Clec3a,0,1,1,0_1
Clec3b,0,1,1,0_1
Clec4a2,0,1,1,0_1
Clec4a3,0,1,1,0_1
Clec4a4,0,1,1,0_1
Clec4b1,0,1,1,0_1
Clec4b2,0,1,1,0_1
Clec4d,0,1,1,0_1
Clec4e,0,1,1,0_1
Clec4f,0,1,1,0_1
Clec4g,0,1,1,0_1
Clec4n,0,1,1,0_1
Clec5a,0,1,1,0_1
Clec7a,0,1,1,0_1
Clec9a,0,1,1,0_1
Clgn,0,1,1,0_1
Clic1,0,1,1,0_1
Clic3,0,1,1,0_1
Clic4,0,1,1,0_1
Clic5,0,1,1,0_1
Clic6,0,1,1,0_1
Clint1,0,1,1,0_1
Clip1,0,1,1,0_1
Clip2,0,1,1,0_1
Clip3,0,1,1,0_1
Clip4,0,1,1,0_1
Clk1,0,1,1,0_1
Clk2,0,1,1,0_1
Clk3,0,1,1,0_1
Clk4,0,1,1,0_1
Clmn,0,1,1,0_1
Cln3,0,1,1,0_1
Cln5,0,1,1,0_1
Cln6,0,1,1,0_1
Cln8,0,1,1,0_1
Clnk,0,1,1,0_1
Clns1a,0,1,1,0_1
Clock,0,1,1,0_1
Clp1,0,1,1,0_1
Clpb,0,1,1,0_1
Clps,0,1,1,0_1
Clptm1,0,1,1,0_1
Clptm1l,0,1,1,0_1
Clpx,0,1,1,0_1
Clrn1,0,1,1,0_1
Clrn2,0,1,1,0_1
Clspn,0,1,1,0_1
Clstn1,0,1,1,0_1
Clstn2,0,1,1,0_1
Clstn3,0,1,1,0_1
Clta,0,1,1,0_1
Cltb,0,1,1,0_1
Cltc,0,1,1,0_1
Clu,0,1,1,0_1
Cluap1,0,1,1,0_1
Clvs1,0,1,1,0_1
Clvs2,0,1,1,0_1
Clybl,0,1,1,0_1
Cma1,0,1,1,0_1
Cma2,0,1,1,0_1
Cmah,0,1,1,0_1
Cmas,0,1,1,0_1
Cmc1,0,1,1,0_1
Cmklr1,0,1,1,0_1
Cml1,0,1,1,0_1
Cml2,0,1,1,0_1
Cml3,0,1,1,0_1
Cml5,0,1,1,0_1
Cmpk1,0,1,1,0_1
Cmpk2,0,1,1,0_1
Cmtm2a,0,1,1,0_1
Cmtm2b,0,1,1,0_1
Cmtm3,0,1,1,0_1
Cmtm4,0,1,1,0_1
Cmtm5,0,1,1,0_1
Cmtm6,0,1,1,0_1
Cmtm7,0,1,1,0_1
Cmtm8,0,1,1,0_1
Cmya5,0,1,1,0_1
Cnbp,0,1,1,0_1
Cndp1,0,1,1,0_1
Cnfn,0,1,1,0_1
Cnga1,0,1,1,0_1
Cnga2,0,1,1,0_1
Cnga3,0,1,1,0_1
Cnga4,0,1,1,0_1
Cngb3,0,1,1,0_1
Cnih,0,1,1,0_1
Cnih2,0,1,1,0_1
Cnih3,0,1,1,0_1
Cnksr1,0,1,1,0_1
Cnksr3,0,1,1,0_1
Cnn1,0,1,1,0_1
Cnn2,0,1,1,0_1
Cnn3,0,1,1,0_1
Cnnm1,0,1,1,0_1
Cnnm2,0,1,1,0_1
Cnnm3,0,1,1,0_1
Cnnm4,0,1,1,0_1
Cno,0,1,1,0_1
Cnot1,0,1,1,0_1
Cnot10,0,1,1,0_1
Cnot2,0,1,1,0_1
Cnot3,0,1,1,0_1
Cnot4,0,1,1,0_1
Cnot6l,0,1,1,0_1
Cnot7,0,1,1,0_1
Cnot8,0,1,1,0_1
Cnp,0,1,1,0_1
Cnpy1,0,1,1,0_1
Cnpy2,0,1,1,0_1
Cnpy3,0,1,1,0_1
Cnr1,0,1,1,0_1
Cnr2,0,1,1,0_1
Cnrip1,0,1,1,0_1
Cnst,0,1,1,0_1
Cntd1,0,1,1,0_1
Cntf,0,1,1,0_1
Cntfr,0,1,1,0_1
Cntln,0,1,1,0_1
Cntn1,0,1,1,0_1
Cntn2,0,1,1,0_1
Cntn3,0,1,1,0_1
Cntn4,0,1,1,0_1
Cntn5,0,1,1,0_1
Cntn6,0,1,1,0_1
Cntnap1,0,1,1,0_1
Cntnap2,0,1,1,0_1
Cntnap3,0,1,1,0_1
Cntnap4,0,1,1,0_1
Cntnap5a,0,1,1,0_1
Cntnap5b,0,1,1,0_1
Cntnap5c,0,1,1,0_1
Cntrob,0,1,1,0_1
Cobl,0,1,1,0_1
Cobra1,0,1,1,0_1
Coch,0,1,1,0_1
Cog1,0,1,1,0_1
Cog2,0,1,1,0_1
Cog3,0,1,1,0_1
Cog4,0,1,1,0_1
Cog5,0,1,1,0_1
Cog6,0,1,1,0_1
Cog7,0,1,1,0_1
Cog8,0,1,1,0_1
Coil,0,1,1,0_1
Col10a1,0,1,1,0_1
Col11a1,0,1,1,0_1
Col11a2,0,1,1,0_1
Col12a1,0,1,1,0_1
Col13a1,0,1,1,0_1
Col15a1,0,1,1,0_1
Col16a1,0,1,1,0_1
Col17a1,0,1,1,0_1
Col19a1,0,1,1,0_1
Col1a2,0,1,1,0_1
Col20a1,0,1,1,0_1
Col22a1,0,1,1,0_1
Col23a1,0,1,1,0_1
Col24a1,0,1,1,0_1
Col25a1,0,1,1,0_1
Col27a1,0,1,1,0_1
Col28a1,0,1,1,0_1
Col2a1,0,1,1,0_1
Col3a1,0,1,1,0_1
Col4a1,0,1,1,0_1
Col4a2,0,1,1,0_1
Col4a3,0,1,1,0_1
Col4a3bp,0,1,1,0_1
Col4a4,0,1,1,0_1
Col4a5,0,1,1,0_1
Col4a6,0,1,1,0_1
Col5a1,0,1,1,0_1
Col5a2,0,1,1,0_1
Col5a3,0,1,1,0_1
Col6a1,0,1,1,0_1
Col6a2,0,1,1,0_1
Col6a6,0,1,1,0_1
Col7a1,0,1,1,0_1
Col8a1,0,1,1,0_1
Col9a1,0,1,1,0_1
Col9a2,0,1,1,0_1
Col9a3,0,1,1,0_1
Colec10,0,1,1,0_1
Colec11,0,1,1,0_1
Colec12,0,1,1,0_1
Colq,0,1,1,0_1
Commd1,0,1,1,0_1
Commd2,0,1,1,0_1
Commd3,0,1,1,0_1
Commd4,0,1,1,0_1
Commd5,0,1,1,0_1
Commd6,0,1,1,0_1
Commd7,0,1,1,0_1
Commd9,0,1,1,0_1
Comp,0,1,1,0_1
Comt1,0,1,1,0_1
Comtd1,0,1,1,0_1
Copa,0,1,1,0_1
Copb1,0,1,1,0_1
Copb2,0,1,1,0_1
Cope,0,1,1,0_1
Copg,0,1,1,0_1
Copg2,0,1,1,0_1
Cops2,0,1,1,0_1
Cops4,0,1,1,0_1
Cops5,0,1,1,0_1
Cops7a,0,1,1,0_1
Cops7b,0,1,1,0_1
Cops8,0,1,1,0_1
Copz1,0,1,1,0_1
Copz2,0,1,1,0_1
Coq10a,0,1,1,0_1
Coq10b,0,1,1,0_1
Coq3,0,1,1,0_1
Coq5,0,1,1,0_1
Coq6,0,1,1,0_1
Coq9,0,1,1,0_1
Corin,0,1,1,0_1
Coro1a,0,1,1,0_1
Coro1b,0,1,1,0_1
Coro1c,0,1,1,0_1
Coro2b,0,1,1,0_1
Coro6,0,1,1,0_1
Coro7,0,1,1,0_1
Cort,0,1,1,0_1
Cotl1,0,1,1,0_1
Cox15,0,1,1,0_1
Cox16,0,1,1,0_1
Cox17,0,1,1,0_1
Cox18,0,1,1,0_1
Cox4i1,0,1,1,0_1
Cox4i2,0,1,1,0_1
Cox4nb,0,1,1,0_1
Cox5a,0,1,1,0_1
Cox5b,0,1,1,0_1
Cox6a1,0,1,1,0_1
Cox6a2,0,1,1,0_1
Cox6b1,0,1,1,0_1
Cox6c,0,1,1,0_1
Cox7a1,0,1,1,0_1
Cox7a2,0,1,1,0_1
Cox7a2l,0,1,1,0_1
Cox7b,0,1,1,0_1
Cox7b2,0,1,1,0_1
Cox7c,0,1,1,0_1
Cox8a,0,1,1,0_1
Cox8b,0,1,1,0_1
Cox8c,0,1,1,0_1
Cp,0,1,1,0_1
Cpa1,0,1,1,0_1
Cpa2,0,1,1,0_1
Cpa3,0,1,1,0_1
Cpa4,0,1,1,0_1
Cpa5,0,1,1,0_1
Cpamd8,0,1,1,0_1
Cpb1,0,1,1,0_1
Cpb2,0,1,1,0_1
Cpd,0,1,1,0_1
Cpe,0,1,1,0_1
Cpeb1,0,1,1,0_1
Cpeb2,0,1,1,0_1
Cpeb4,0,1,1,0_1
Cphx,0,1,1,0_1
Cplx1,0,1,1,0_1
Cplx2,0,1,1,0_1
Cplx3,0,1,1,0_1
Cplx4,0,1,1,0_1
Cpm,0,1,1,0_1
Cpn1,0,1,1,0_1
Cpn2,0,1,1,0_1
Cpne1,0,1,1,0_1
Cpne2,0,1,1,0_1
Cpne3,0,1,1,0_1
Cpne4,0,1,1,0_1
Cpne5,0,1,1,0_1
Cpne6,0,1,1,0_1
Cpne7,0,1,1,0_1
Cpne8,0,1,1,0_1
Cpne9,0,1,1,0_1
Cpox,0,1,1,0_1
Cpped1,0,1,1,0_1
Cps1,0,1,1,0_1
Cpsf1,0,1,1,0_1
Cpsf2,0,1,1,0_1
Cpsf3,0,1,1,0_1
Cpsf3l,0,1,1,0_1
Cpsf4l,0,1,1,0_1
Cpsf6,0,1,1,0_1
Cpsf7,0,1,1,0_1
Cpt1a,0,1,1,0_1
Cpt1b,0,1,1,0_1
Cpt1c,0,1,1,0_1
Cpt2,0,1,1,0_1
Cpvl,0,1,1,0_1
Cpxcr1,0,1,1,0_1
Cpxm1,0,1,1,0_1
Cpxm2,0,1,1,0_1
Cpz,0,1,1,0_1
Cr1l,0,1,1,0_1
Cr2,0,1,1,0_1
Crabp1,0,1,1,0_1
Crabp2,0,1,1,0_1
Cradd,0,1,1,0_1
Cramp1l,0,1,1,0_1
Crb1,0,1,1,0_1
Crb2,0,1,1,0_1
Crbn,0,1,1,0_1
Crcp,0,1,1,0_1
Crct1,0,1,1,0_1
Creb1,0,1,1,0_1
Creb3,0,1,1,0_1
Creb3l3,0,1,1,0_1
Creb3l4,0,1,1,0_1
Creb5,0,1,1,0_1
Crebbp,0,1,1,0_1
Crebzf,0,1,1,0_1
Creg1,0,1,1,0_1
Creg2,0,1,1,0_1
Creld2,0,1,1,0_1
Crem,0,1,1,0_1
Crhr1,0,1,1,0_1
Crhr2,0,1,1,0_1
Crim1,0,1,1,0_1
Crip1,0,1,1,0_1
Crip2,0,1,1,0_1
Crip3,0,1,1,0_1
Cript,0,1,1,0_1
Crisp1,0,1,1,0_1
Crisp2,0,1,1,0_1
Crisp3,0,1,1,0_1
Crisp4,0,1,1,0_1
Crispld1,0,1,1,0_1
Crispld2,0,1,1,0_1
Crk,0,1,1,0_1
Crkl,0,1,1,0_1
Crlf1,0,1,1,0_1
Crlf2,0,1,1,0_1
Crlf3,0,1,1,0_1
Crls1,0,1,1,0_1
Crmp1,0,1,1,0_1
Crnkl1,0,1,1,0_1
Crnn,0,1,1,0_1
Crocc,0,1,1,0_1
Crot,0,1,1,0_1
Crp,0,1,1,0_1
Crtac1,0,1,1,0_1
Crtam,0,1,1,0_1
Crtap,0,1,1,0_1
Crtc1,0,1,1,0_1
Crtc2,0,1,1,0_1
Crtc3,0,1,1,0_1
Crx,0,1,1,0_1
Crxos1,0,1,1,0_1
Cry1,0,1,1,0_1
Cry2,0,1,1,0_1
Cryaa,0,1,1,0_1
Cryba1,0,1,1,0_1
Cryba2,0,1,1,0_1
Cryba4,0,1,1,0_1
Crybb1,0,1,1,0_1
Crybb2,0,1,1,0_1
Crybb3,0,1,1,0_1
Crybg3,0,1,1,0_1
Cryga,0,1,1,0_1
Crygb,0,1,1,0_1
Crygc,0,1,1,0_1
Crygd,0,1,1,0_1
Cryge,0,1,1,0_1
Crygf,0,1,1,0_1
Crygn,0,1,1,0_1
Crygs,0,1,1,0_1
Crym,0,1,1,0_1
Cryz,0,1,1,0_1
Cryzl1,0,1,1,0_1
Cs,0,1,1,0_1
Csad,0,1,1,0_1
Csda,0,1,1,0_1
Csdc2,0,1,1,0_1
Csde1,0,1,1,0_1
Cse1l,0,1,1,0_1
Csf1,0,1,1,0_1
Csf1r,0,1,1,0_1
Csf2,0,1,1,0_1
Csf2ra,0,1,1,0_1
Csf2rb,0,1,1,0_1
Csf2rb2,0,1,1,0_1
Csf3,0,1,1,0_1
Csf3r,0,1,1,0_1
Csgalnact1,0,1,1,0_1
Csgalnact2,0,1,1,0_1
Csk,0,1,1,0_1
Csl,0,1,1,0_1
Csmd1,0,1,1,0_1
Csmd3,0,1,1,0_1
Csn1s1,0,1,1,0_1
Csn1s2a,0,1,1,0_1
Csn1s2b,0,1,1,0_1
Csn2,0,1,1,0_1
Csn3,0,1,1,0_1
Csnk1a1,0,1,1,0_1
Csnk1e,0,1,1,0_1
Csnk1g1,0,1,1,0_1
Csnk1g2,0,1,1,0_1
Csnk1g3,0,1,1,0_1
Csnk2a1,0,1,1,0_1
Csnk2a2,0,1,1,0_1
Csnk2b,0,1,1,0_1
Csnka2ip,0,1,1,0_1
Cspg4,0,1,1,0_1
Cspg5,0,1,1,0_1
Cspp1,0,1,1,0_1
Csprs,0,1,1,0_1
Csrnp1,0,1,1,0_1
Csrnp2,0,1,1,0_1
Csrnp3,0,1,1,0_1
Csrp1,0,1,1,0_1
Csrp2,0,1,1,0_1
Csrp3,0,1,1,0_1
Cst10,0,1,1,0_1
Cst11,0,1,1,0_1
Cst12,0,1,1,0_1
Cst13,0,1,1,0_1
Cst3,0,1,1,0_1
Cst6,0,1,1,0_1
Cst7,0,1,1,0_1
Cst8,0,1,1,0_1
Cst9,0,1,1,0_1
Csta,0,1,1,0_1
Cstad,0,1,1,0_1
Cstb,0,1,1,0_1
Cstf2,0,1,1,0_1
Cstf2t,0,1,1,0_1
Cstf3,0,1,1,0_1
Ctag2,0,1,1,0_1
Ctage5,0,1,1,0_1
Ctbp1,0,1,1,0_1
Ctbp2,0,1,1,0_1
Ctbs,0,1,1,0_1
Ctcfl,0,1,1,0_1
Ctdp1,0,1,1,0_1
Ctdsp2,0,1,1,0_1
Ctdspl,0,1,1,0_1
Ctf1,0,1,1,0_1
Ctgf,0,1,1,0_1
Cth,0,1,1,0_1
Cthrc1,0,1,1,0_1
Ctla2a,0,1,1,0_1
Ctla2b,0,1,1,0_1
Ctla4,0,1,1,0_1
Ctnna1,0,1,1,0_1
Ctnna2,0,1,1,0_1
Ctnna3,0,1,1,0_1
Ctnnal1,0,1,1,0_1
Ctnnb1,0,1,1,0_1
Ctnnbip1,0,1,1,0_1
Ctnnbl1,0,1,1,0_1
Ctnnd1,0,1,1,0_1
Ctnnd2,0,1,1,0_1
Ctns,0,1,1,0_1
Ctps,0,1,1,0_1
Ctps2,0,1,1,0_1
Ctr9,0,1,1,0_1
Ctrb1,0,1,1,0_1
Ctrc,0,1,1,0_1
Ctrl,0,1,1,0_1
Cts3,0,1,1,0_1
Cts6,0,1,1,0_1
Cts7,0,1,1,0_1
Cts8,0,1,1,0_1
Ctsa,0,1,1,0_1
Ctsb,0,1,1,0_1
Ctsc,0,1,1,0_1
Ctsd,0,1,1,0_1
Ctse,0,1,1,0_1
Ctsf,0,1,1,0_1
Ctsg,0,1,1,0_1
Ctsh,0,1,1,0_1
Ctsj,0,1,1,0_1
Ctsk,0,1,1,0_1
Ctsl,0,1,1,0_1
Ctsll3,0,1,1,0_1
Ctsm,0,1,1,0_1
Ctsq,0,1,1,0_1
Ctsr,0,1,1,0_1
Ctss,0,1,1,0_1
Ctsw,0,1,1,0_1
Ctsz,0,1,1,0_1
Cttn,0,1,1,0_1
Cttnbp2,0,1,1,0_1
Cttnbp2nl,0,1,1,0_1
Ctu1,0,1,1,0_1
Ctu2,0,1,1,0_1
Ctxn2,0,1,1,0_1
Ctxn3,0,1,1,0_1
Cubn,0,1,1,0_1
Cuedc2,0,1,1,0_1
Cul1,0,1,1,0_1
Cul2,0,1,1,0_1
Cul3,0,1,1,0_1
Cul4a,0,1,1,0_1
Cul4b,0,1,1,0_1
Cul5,0,1,1,0_1
Cul7,0,1,1,0_1
Cul9,0,1,1,0_1
Cuta,0,1,1,0_1
Cutc,0,1,1,0_1
Cux1,0,1,1,0_1
Cux2,0,1,1,0_1
Cuzd1,0,1,1,0_1
Cwc15,0,1,1,0_1
Cwc22,0,1,1,0_1
Cwc25,0,1,1,0_1
Cwc27,0,1,1,0_1
Cwf19l1,0,1,1,0_1
Cwf19l2,0,1,1,0_1
Cx3cl1,0,1,1,0_1
Cx3cr1,0,1,1,0_1
Cxadr,0,1,1,0_1
Cxcl1,0,1,1,0_1
Cxcl10,0,1,1,0_1
Cxcl11,0,1,1,0_1
Cxcl12,0,1,1,0_1
Cxcl13,0,1,1,0_1
Cxcl14,0,1,1,0_1
Cxcl15,0,1,1,0_1
Cxcl16,0,1,1,0_1
Cxcl17,0,1,1,0_1
Cxcl2,0,1,1,0_1
Cxcl5,0,1,1,0_1
Cxcl9,0,1,1,0_1
Cxcr2,0,1,1,0_1
Cxcr3,0,1,1,0_1
Cxcr4,0,1,1,0_1
Cxcr5,0,1,1,0_1
Cxcr6,0,1,1,0_1
Cxcr7,0,1,1,0_1
Cxx1a,0,1,1,0_1
Cxx1b,0,1,1,0_1
Cxx1c,0,1,1,0_1
Cxxc1,0,1,1,0_1
Cxxc4,0,1,1,0_1
Cxxc5,0,1,1,0_1
Cyb5,0,1,1,0_1
Cyb561,0,1,1,0_1
Cyb561d1,0,1,1,0_1
Cyb561d2,0,1,1,0_1
Cyb5b,0,1,1,0_1
Cyb5d1,0,1,1,0_1
Cyb5d2,0,1,1,0_1
Cyb5r1,0,1,1,0_1
Cyb5r2,0,1,1,0_1
Cyb5r3,0,1,1,0_1
Cyb5r4,0,1,1,0_1
Cyb5rl,0,1,1,0_1
Cyba,0,1,1,0_1
Cybb,0,1,1,0_1
Cybrd1,0,1,1,0_1
Cyc1,0,1,1,0_1
Cycs,0,1,1,0_1
Cyct,0,1,1,0_1
Cyfip1,0,1,1,0_1
Cyfip2,0,1,1,0_1
Cygb,0,1,1,0_1
Cyhr1,0,1,1,0_1
Cylc1,0,1,1,0_1
Cylc2,0,1,1,0_1
Cyld,0,1,1,0_1
Cym,0,1,1,0_1
Cyp11a1,0,1,1,0_1
Cyp11b1,0,1,1,0_1
Cyp11b2,0,1,1,0_1
Cyp17a1,0,1,1,0_1
Cyp19a1,0,1,1,0_1
Cyp1a1,0,1,1,0_1
Cyp1a2,0,1,1,0_1
Cyp1b1,0,1,1,0_1
Cyp20a1,0,1,1,0_1
Cyp21a1,0,1,1,0_1
Cyp24a1,0,1,1,0_1
Cyp26a1,0,1,1,0_1
Cyp26b1,0,1,1,0_1
Cyp26c1,0,1,1,0_1
Cyp27a1,0,1,1,0_1
Cyp27b1,0,1,1,0_1
Cyp2a12,0,1,1,0_1
Cyp2a22,0,1,1,0_1
Cyp2a4,0,1,1,0_1
Cyp2b10,0,1,1,0_1
Cyp2b13,0,1,1,0_1
Cyp2b19,0,1,1,0_1
Cyp2b23,0,1,1,0_1
Cyp2b9,0,1,1,0_1
Cyp2c29,0,1,1,0_1
Cyp2c37,0,1,1,0_1
Cyp2c38,0,1,1,0_1
Cyp2c39,0,1,1,0_1
Cyp2c44,0,1,1,0_1
Cyp2c50,0,1,1,0_1
Cyp2c55,0,1,1,0_1
Cyp2c65,0,1,1,0_1
Cyp2c66,0,1,1,0_1
Cyp2c67,0,1,1,0_1
Cyp2c68,0,1,1,0_1
Cyp2c70,0,1,1,0_1
Cyp2d10,0,1,1,0_1
Cyp2d11,0,1,1,0_1
Cyp2d22,0,1,1,0_1
Cyp2d26,0,1,1,0_1
Cyp2d34,0,1,1,0_1
Cyp2d40,0,1,1,0_1
Cyp2d9,0,1,1,0_1
Cyp2e1,0,1,1,0_1
Cyp2f2,0,1,1,0_1
Cyp2g1,0,1,1,0_1
Cyp2j11,0,1,1,0_1
Cyp2j13,0,1,1,0_1
Cyp2j5,0,1,1,0_1
Cyp2j6,0,1,1,0_1
Cyp2j7,0,1,1,0_1
Cyp2j8,0,1,1,0_1
Cyp2j9,0,1,1,0_1
Cyp2r1,0,1,1,0_1
Cyp2s1,0,1,1,0_1
Cyp2t4,0,1,1,0_1
Cyp2u1,0,1,1,0_1
Cyp2w1,0,1,1,0_1
Cyp39a1,0,1,1,0_1
Cyp3a11,0,1,1,0_1
Cyp3a13,0,1,1,0_1
Cyp3a16,0,1,1,0_1
Cyp3a25,0,1,1,0_1
Cyp3a41b,0,1,1,0_1
Cyp3a44,0,1,1,0_1
Cyp3a57,0,1,1,0_1
Cyp3a59,0,1,1,0_1
Cyp46a1,0,1,1,0_1
Cyp4a10,0,1,1,0_1
Cyp4a12a,0,1,1,0_1
Cyp4a12b,0,1,1,0_1
Cyp4a14,0,1,1,0_1
Cyp4a29,0,1,1,0_1
Cyp4a30b,0,1,1,0_1
Cyp4a32,0,1,1,0_1
Cyp4b1,0,1,1,0_1
Cyp4f13,0,1,1,0_1
Cyp4f14,0,1,1,0_1
Cyp4f15,0,1,1,0_1
Cyp4f16,0,1,1,0_1
Cyp4f17,0,1,1,0_1
Cyp4f18,0,1,1,0_1
Cyp4f39,0,1,1,0_1
Cyp4f40,0,1,1,0_1
Cyp4v3,0,1,1,0_1
Cyp4x1,0,1,1,0_1
Cyp51,0,1,1,0_1
Cyp7a1,0,1,1,0_1
Cyp7b1,0,1,1,0_1
Cyp8b1,0,1,1,0_1
Cypt1,0,1,1,0_1
Cypt10,0,1,1,0_1
Cypt12,0,1,1,0_1
Cypt15,0,1,1,0_1
Cypt2,0,1,1,0_1
Cypt3,0,1,1,0_1
Cypt4,0,1,1,0_1
Cypt7,0,1,1,0_1
Cypt8,0,1,1,0_1
Cypt9,0,1,1,0_1
Cyr61,0,1,1,0_1
Cys1,0,1,1,0_1
Cysltr1,0,1,1,0_1
Cysltr2,0,1,1,0_1
Cyth1,0,1,1,0_1
Cyth2,0,1,1,0_1
Cyth3,0,1,1,0_1
Cyth4,0,1,1,0_1
Cytip,0,1,1,0_1
Cytl1,0,1,1,0_1
Cytsa,0,1,1,0_1
Cytsb,0,1,1,0_1
Cyyr1,0,1,1,0_1
D030016E14Rik,0,1,1,0_1
D030074E01Rik,0,1,1,0_1
D0H4S114,0,1,1,0_1
D10627,0,1,1,0_1
D10Bwg1379e,0,1,1,0_1
D10Ertd610e,0,1,1,0_1
D10Jhu81e,0,1,1,0_1
D10Wsu102e,0,1,1,0_1
D10Wsu52e,0,1,1,0_1
D11Bwg0517e,0,1,1,0_1
D11Wsu99e,0,1,1,0_1
D130040H23Rik,0,1,1,0_1
D130043K22Rik,0,1,1,0_1
D14Abb1e,0,1,1,0_1
D14Ertd436e,0,1,1,0_1
D14Ertd449e,0,1,1,0_1
D14Ertd668e,0,1,1,0_1
D15Ertd621e,0,1,1,0_1
D16Ertd472e,0,1,1,0_1
D16H22S680E,0,1,1,0_1
D17H6S53E,0,1,1,0_1
D17H6S56E-3,0,1,1,0_1
D17Wsu92e,0,1,1,0_1
D18Ertd653e,0,1,1,0_1
D19Bwg1357e,0,1,1,0_1
D19Ertd386e,0,1,1,0_1
D19Ertd737e,0,1,1,0_1
D19Wsu162e,0,1,1,0_1
D1Bwg0212e,0,1,1,0_1
D1Ertd622e,0,1,1,0_1
D1Pas1,0,1,1,0_1
D230025D16Rik,0,1,1,0_1
D230037D09Rik,0,1,1,0_1
D2Ertd391e,0,1,1,0_1
D2Ertd750e,0,1,1,0_1
D2Wsu81e,0,1,1,0_1
D330028D13Rik,0,1,1,0_1
D330045A20Rik,0,1,1,0_1
D3Ertd254e,0,1,1,0_1
D3Ertd751e,0,1,1,0_1
D430041D05Rik,0,1,1,0_1
D430042O09Rik,0,1,1,0_1
D4Bwg0951e,0,1,1,0_1
D4Ertd22e,0,1,1,0_1
D4Wsu53e,0,1,1,0_1
D5Ertd577e,0,1,1,0_1
D5Ertd579e,0,1,1,0_1
