"","mod_log2FC","mod_log2_VIT","mod_log2_VITB"
"NM_028717",0.116883133906548,10.5141288816352,10.6310120155418
"NM_001159948",0.116883133906548,10.5141288816352,10.6310120155418
"NM_146109",0.12089653292054,10.5101154826212,10.6310120155418
"NM_009460",0.10521034592222,10.5459984048671,10.6512087507893
"NM_027407",0.0926499247967705,10.6180769525975,10.7107268773942
"NM_001199060",0.0830817057852968,10.6276451716089,10.7107268773942
"NM_001199061",0.0830817057852968,10.6276451716089,10.7107268773942
"NM_021312",0.0830817057852968,10.6276451716089,10.7107268773942
"NM_001045513",0.05403792219251,10.6409731690997,10.6950110912922
"NR_040601",0.0418794702054157,10.7229778322944,10.7648573024999
"NM_001114609",0.0534430992806492,10.7266338220359,10.7800769213165
"NM_001081436",0.0534430992806492,10.7266338220359,10.7800769213165
"NM_001160039",0.0479705930347869,10.7321063282817,10.7800769213165
"NM_001160040",0.0479705930347869,10.7321063282817,10.7800769213165
"NM_001160038",0.0479705930347869,10.7321063282817,10.7800769213165
"NM_145518",0.0479705930347869,10.7321063282817,10.7800769213165
"NM_146250",0.0505083446595442,10.7484415756898,10.7989499203494
"NM_001081658",0.0385330278321518,10.7753951141316,10.8139281419638
"NM_029696",0.0422610024270043,10.7753951141316,10.8176561165586
"NM_001256158",0.0422610024270043,10.7753951141316,10.8176561165586
"NM_033563",0.0278458710077842,10.786082270956,10.8139281419638
"NM_025964",0.0302691702570606,10.835254310118,10.865523480375
"NR_038009",0.0522522150049411,10.8421857043602,10.8944379193651
"NM_001042659",0.0595332311931926,10.8456427588741,10.9051759900673
"NM_022721",0.0595332311931926,10.8456427588741,10.9051759900673
"NM_001039493",0.0525088788761892,10.8490940661329,10.9016029450091
"NM_027582",0.0493291275724275,10.8594136125038,10.9087427400762
"NM_007777",0.0494611688607876,10.8628420387265,10.9123032075873
"NM_007776",0.0494611688607876,10.8628420387265,10.9123032075873
"NM_007775",0.0530153663907065,10.8628420387265,10.9158574051172
"NM_001082573",0.0530153663907065,10.8628420387265,10.9158574051172
"NM_144761",0.0530153663907065,10.8628420387265,10.9158574051172
"NM_175293",0.0530153663907065,10.8628420387265,10.9158574051172
"NM_007774",0.0530153663907065,10.8628420387265,10.9158574051172
"NM_001111320",0.0406218739242981,10.864554116143,10.9051759900673
"NM_010497",0.0406218739242981,10.864554116143,10.9051759900673
"NM_177645",0.0542423457871557,10.896814927727,10.9510572735142
"NM_001122738",0.0542423457871557,10.896814927727,10.9510572735142
"NM_007381",0.0525584552554186,10.8984988182587,10.9510572735142
"NM_001113387",0.0670403412683278,10.7984831391067,10.865523480375
"NM_021285",0.0670403412683278,10.7984831391067,10.865523480375
"NM_001190985",0.0602232910365785,10.8125671540274,10.872790445064
"NM_001190984",0.0602232910365785,10.8125671540274,10.872790445064
"NM_021295",0.0602232910365785,10.8125671540274,10.872790445064
"NM_010154",-0.0590529807582847,11.1448959547566,11.0858429739983
"NM_011770",-0.0567068174976306,11.1522842629976,11.0955774455
"NM_007525",-0.0989867137664469,11.2074646852369,11.1084779714705
"NM_175210",-0.0989867137664469,11.2074646852369,11.1084779714705
"NM_001276408",-0.0911395889132756,11.206034265757,11.1148946768437
"NM_001276409",-0.0911395889132756,11.206034265757,11.1148946768437
"NM_001276410",-0.0911395889132756,11.206034265757,11.1148946768437
"NM_001276411",-0.0911395889132756,11.206034265757,11.1148946768437
"NM_001276412",-0.0911395889132756,11.206034265757,11.1148946768437
"NM_001276413",-0.0911395889132756,11.206034265757,11.1148946768437
"NM_010233",-0.0911395889132756,11.206034265757,11.1148946768437
"NR_040454",-0.0785265800932144,11.2188664182968,11.1403398382036
"NM_001005423",-0.0523540867188217,11.1640431981032,11.1116891113844
"NM_023523",0.0461663811959667,11.0429270654404,11.0890934466364
"NM_001045533",0.0293334620906656,11.0662439834093,11.0955774455
"NM_176980",-0.00806626169848101,11.1165442331689,11.1084779714705
"NM_010518",-0.0108604668113195,11.1225495781957,11.1116891113844
"NM_009407",-0.0123587430579448,11.1240478544424,11.1116891113844
"NR_003202",-0.0181172183807163,11.1330118952244,11.1148946768437
"NR_045311",-0.0132125146132474,11.1345016431236,11.1212891285104
"NM_027884",-0.0172345403620149,11.1448959547566,11.1276614143946
"NM_178241",-0.00919755019667079,11.1463760237396,11.1371784735429
"NM_146110",-0.00751504972930661,11.1478548879329,11.1403398382036
"NM_001190444",-0.00751504972930661,11.1478548879329,11.1403398382036
"NM_027154",-0.0119444247940308,11.1522842629976,11.1403398382036
"NM_176972",-0.00985144412473815,11.1596425635131,11.1497911193884
"NM_029888",-0.0037721903143364,11.1567028352983,11.152930644984
"NM_021313",0.00212163854299519,11.150809006441,11.152930644984
"NM_153744",-0.00544005692129801,11.1552311763097,11.1497911193884
"NM_021541",0.0141325399174157,11.1419321979219,11.1560647378393
"NM_153111",0.0141325399174157,11.1419321979219,11.1560647378393
"NM_001039495",0.0109984470620539,11.1419321979219,11.152930644984
"NR_029876",0.0109984470620539,11.1419321979219,11.152930644984
"NM_010544",0.00951596512465258,11.1434146798593,11.152930644984
"NM_029342",0.00803469022740799,11.1448959547566,11.152930644984
"NM_026977",0.00968871409975236,11.1463760237396,11.1560647378393
"NM_194333",0.0126500579800144,11.1434146798593,11.1560647378393
"NM_023732",0.0037804748417436,11.1522842629976,11.1560647378393
"NM_001003917",0.0037804748417436,11.1522842629976,11.1560647378393
"NM_029010",-0.000827674264073153,11.1537583192481,11.152930644984
"NM_001243091",0.005255731398357,11.150809006441,11.1560647378393
"NM_009447",0.00230641859128866,11.1537583192481,11.1560647378393
"NM_001243090",0.005255731398357,11.150809006441,11.1560647378393
"NM_008985",-0.000827674264073153,11.1537583192481,11.152930644984
"NM_009049",0.00212163854299519,11.150809006441,11.152930644984
"NM_016878",-0.00101788705261185,11.150809006441,11.1497911193884
"NM_001110831",-0.00101788705261185,11.150809006441,11.1497911193884
"NR_037976",-0.0146775705051709,11.1581732973285,11.1434957268233
"NM_001001566",-0.0707990880628024,11.2174452383344,11.1466461502716
"NM_001001565",-0.0707990880628024,11.2174452383344,11.1466461502716
"NM_178884",-0.0722202680251876,11.2188664182968,11.1466461502716
"NM_007936",-0.103225859456259,11.2372374813991,11.1340116219428
"NM_008781",-0.103912172039735,11.2442520102433,11.1403398382036
"NM_001159520",-0.103912172039735,11.2442520102433,11.1403398382036
"NM_011811",-0.0889215919745752,11.2512382602811,11.1623166683066
"NM_009129",-0.069496202766171,11.2442520102433,11.1747558074771
"NM_183027",-0.0652908873215132,11.2400466947986,11.1747558074771
"NM_001111279",-0.0610753631307013,11.2358311706078,11.1747558074771
"NM_027057",-0.0610753631307013,11.2358311706078,11.1747558074771
"NM_009255",-0.062194524231785,11.2400466947986,11.1778521705669
"NM_173425",-0.0702950741642994,11.2512382602811,11.1809431861168
"NM_016716",-0.0702950741642994,11.2512382602811,11.1809431861168
"NM_175291",-0.0649992004119966,11.2428513709789,11.1778521705669
"NM_010570",-0.0838617991112756,11.2678906637591,11.1840288646478
"NM_007735",-0.0706765657657549,11.2761566251099,11.2054800593441
"NM_025453",-0.0764716296044803,11.2789030758133,11.2024314462088
"NM_030556",-0.0754041698323711,11.2747817392335,11.1993775694011
"NM_172430",-0.0693016798894206,11.2747817392335,11.2054800593441
"NM_001003948",-0.0648823257835396,11.2734057449809,11.2085234191974
"NM_152915",-0.0679256856368262,11.2734057449809,11.2054800593441
"NM_133975",-0.051533439126235,11.2386426557783,11.187109216652
"NM_027921",-0.0199208039232381,11.2131747869898,11.1932539830665
"NM_213615",-0.0184950127640917,11.2117489958306,11.1932539830665
"NM_001037909",-0.0158078463063198,11.2273693824372,11.2115615361309
"NM_175219",-0.0158078463063198,11.2273693824372,11.2115615361309
"NM_030194",-0.0117630289280442,11.2202864481254,11.2085234191974
"NM_175397",-0.0117630289280442,11.2202864481254,11.2085234191974
"NM_177055",0.00570047445224375,11.2088939460265,11.2145944204787
"NM_001033290",0.0225041737640161,11.2131747869898,11.2356789607538
"NM_008311",0.0254955661308429,11.2131747869898,11.2386703531206
"NM_010880",0.0139736318699875,11.2217053288838,11.2356789607538
"NR_028478",0.06333739406573,11.3047749921736,11.3681123862393
"NR_002851",1.32918772913409,14.3103098472236,15.6394975763577
"NM_010341",0.0044998509312677,11.3101715184798,11.3146713694111
"NM_008801",-0.00850650529183028,11.3088240125691,11.3003175072773
"NM_010933",-0.0148389100871178,11.3209126931973,11.3060737831102
"NM_001081082",-0.023269718020714,11.323587225298,11.3003175072773
"NM_007433",-0.0203891185132967,11.323587225298,11.3031981067847
"NM_021306",-0.0246053752672957,11.3249228825446,11.3003175072773
"NM_001110227",-0.0241810260034683,11.3302548091137,11.3060737831102
"NM_019867",-0.0270567023289701,11.3302548091137,11.3031981067847
"NM_001111314",-0.0270567023289701,11.3302548091137,11.3031981067847
"NM_001198573",-0.0281687608356656,11.3342425439459,11.3060737831102
"NM_001033291",-0.0281687608356656,11.3342425439459,11.3060737831102
"NM_008299",-0.0266251129381843,11.3355696588465,11.3089445459083
"NM_198652",-0.0368986627377765,11.3658017750423,11.3289031123046
"NR_040291",-0.0368986627377765,11.3658017750423,11.3289031123046
"NM_172505",-0.0368986627377765,11.3658017750423,11.3289031123046
"NM_008132",-0.0392680725095538,11.3710029838749,11.3317349113653
"NM_177305",-0.0455033155893467,11.3800651982272,11.3345618826379
"NR_040482",-0.0524691750793131,11.3954830988328,11.3430139237535
"NR_015540",-0.064567606891746,11.3877925999838,11.3232249930921
"NM_010262",-0.0607085315808717,11.3839335246729,11.3232249930921
"NM_139152",-0.0619959166695807,11.3852209097617,11.3232249930921
"NM_029122",-0.0604407918540382,11.3865072678843,11.3260664760303
"NM_001243009",-0.0470387845225737,11.3787736958879,11.3317349113653
"NM_001243008",-0.0470387845225737,11.3787736958879,11.3317349113653
"NM_008998",-0.0594201185878376,11.3826451116799,11.3232249930921
"NM_001159725",-0.0594201185878376,11.3826451116799,11.3232249930921
"NM_023343",-0.0563177974570905,11.3852209097617,11.3289031123046
"NR_026924",-0.0550304123683816,11.3839335246729,11.3289031123046
"NM_011066",-0.0472844829706567,11.3761875952752,11.3289031123046
"NM_019479",-0.0550304123683816,11.3839335246729,11.3289031123046
"NM_207225",-0.045579251772395,11.3942039031056,11.3486246513332
"NM_024197",-0.0418408434219906,11.4044089767366,11.3625681333146
"NM_147038",-0.0367464397672066,11.3993145730818,11.3625681333146
"NM_001011525",-0.0367464397672066,11.3993145730818,11.3625681333146
"NM_147039",-0.0354702995718306,11.3980384328864,11.3625681333146
"NR_028108",-0.0275810693193037,11.3929236869971,11.3653426176778
"NM_001163425",-0.0275810693193037,11.3929236869971,11.3653426176778
"NM_153114",-0.0288612854278654,11.3942039031056,11.3653426176778
"NM_172850",-0.0326958152086441,11.3980384328864,11.3653426176778
"NR_015525",-0.031202186842453,11.3993145730818,11.3681123862393
"NM_008440",-0.0375676567782719,11.4056800430176,11.3681123862393
"NM_001110315",-0.0375676567782719,11.4056800430176,11.3681123862393
"NM_001159940",-0.0271609847034675,11.3980384328864,11.3708774481829
"NM_172411",-0.0271609847034675,11.3980384328864,11.3708774481829
"NM_178051",-0.0181994588204404,11.3890769070034,11.3708774481829
"NM_080850",-0.0167223772171177,11.3903601898851,11.3736378126679
"NM_133808",-0.0165301981676365,11.3929236869971,11.3763934888294
"NM_021537",-0.0177325091765717,11.4132852211183,11.3955527119417
"NM_025920",-0.0191906131255308,11.4120202129586,11.3928295998331
"NM_023136",-0.0179245975857398,11.4107541974188,11.3928295998331
"NM_001105667",-0.0179245975857398,11.4107541974188,11.3928295998331
"NM_008798",-0.0191906131255308,11.4120202129586,11.3928295998331
"NM_009183",-0.0195806051959018,11.4069500973012,11.3873694921053
"NM_001159745",-0.0195806051959018,11.4069500973012,11.3873694921053
"NR_040479",-0.0195806051959018,11.4069500973012,11.3873694921053
"NR_040467",-0.0223176189390379,11.4069500973012,11.3846324783621
"NR_040478",-0.0261217190566754,11.4107541974188,11.3846324783621
"NM_172658",-0.0288633848171571,11.4107541974188,11.3818908126016
"NM_001039475",-0.0288633848171571,11.4107541974188,11.3818908126016
"NM_028942",-0.0246507208533302,11.4120202129586,11.3873694921053
"NM_133825",-0.0316097116404208,11.4107541974188,11.3791444857784
"NM_173760",0.138857289532613,11.4094871735777,11.5483444631103
"NM_013626",0.132532244134072,11.4158122189762,11.5483444631103
"NR_037993",0.138498367945058,11.4221121487326,11.5606105166777
"NM_178779",0.178323861945898,11.6055537289358,11.7838775908817
"NM_001160368",0.178323861945898,11.6055537289358,11.7838775908817
"NM_013784",0.182481795972723,11.6055537289358,11.7880355249085
"NR_040630",0.172232263715927,11.6199484055747,11.7921806692906
"NM_009741",0.172793506552399,11.6276393297797,11.8004328363321
"NM_177410",0.167578456861001,11.6287346290812,11.7963130859422
"NM_027534",0.16551383565146,11.6287346290812,11.7942484647326
"NM_009190",0.162233021810149,11.6320154429225,11.7942484647326
"NM_009126",0.171432625384298,11.6331073561937,11.804539981578
"NM_201376",0.171432625384298,11.6331073561937,11.804539981578
"NM_198680",0.16938062459819,11.6331073561937,11.8024879807919
"NM_201363",0.16938062459819,11.6331073561937,11.8024879807919
"NM_001081386",0.146035901226117,11.6461447680645,11.7921806692906
"NM_001081316",0.172942914886303,11.6579904244947,11.830933339381
"NM_011650",0.182398777586378,11.6939817581549,11.8763805357413
"NR_027901",0.179124483866591,11.6991968636897,11.8783213475563
"NM_001081125",0.188056416197671,11.6960701572527,11.8841265734504
"NM_008381",0.165355734843672,11.7012774177003,11.866633152544
"NM_022327",0.171606801385238,11.6950263511587,11.866633152544
"NM_145506",0.173562076949306,11.6950263511587,11.868588428108
"NM_001113416",0.173562076949306,11.6950263511587,11.868588428108
"NM_019933",0.170562995291249,11.6960701572527,11.866633152544
"NM_175106",0.171738586669292,11.6929363772779,11.8646749639472
"NM_001115074",0.171738586669292,11.6929363772779,11.8646749639472
"NM_019432",0.164679662935924,11.6960701572527,11.8607498201886
"NM_001037999",0.163636642789665,11.697113177399,11.8607498201886
"NM_007830",0.163636642789665,11.697113177399,11.8607498201886
"NM_001085409",0.157284696046702,11.7054291594091,11.8627138554558
"NM_133186",0.157284696046702,11.7054291594091,11.8627138554558
"NM_010766",0.152937766546781,11.7136953859972,11.866633152544
"NM_178082",0.157765077993137,11.7147251893958,11.8724902673889
"NM_001271532",0.157765077993137,11.7147251893958,11.8724902673889
"NM_001271531",0.157765077993137,11.7147251893958,11.8724902673889
"NM_133748",0.157765077993137,11.7147251893958,11.8724902673889
"NM_010483",0.153758307851959,11.7167824896193,11.8705407974712
"NM_025860",0.152524517044526,11.7219123275346,11.8744368445791
"NM_199021",0.157791219893003,11.7321149040722,11.8899061239652
"NM_001205386",0.151705916764534,11.7382002072007,11.8899061239652
"NM_001205385",0.151705916764534,11.7382002072007,11.8899061239652
"NM_023735",0.151705916764534,11.7382002072007,11.8899061239652
"NM_145100",0.139026545310557,11.741232741376,11.8802592866866
"NM_001081756",0.139026545310557,11.741232741376,11.8802592866866
"NM_172484",0.139026545310557,11.741232741376,11.8802592866866
"NM_176957",0.139026545310557,11.741232741376,11.8802592866866
"NM_028135",0.401622909955957,11.771192707251,12.172815617207
"NR_045298",0.406739049485754,11.7721800817231,12.1789191312088
"NM_011737",0.402164396975891,11.7721800817231,12.174344478699
"NM_027678",0.386463688227241,11.7878807904717,12.174344478699
"NM_001081078",0.354271143205835,11.8216002057421,12.1758713489479
"NM_008567",0.355222857691427,11.8206484912565,12.1758713489479
"NM_177445",0.354844990362892,11.8225512414663,12.1773962318292
"NM_145507",0.357318925466739,11.8216002057421,12.1789191312088
"NM_009911",0.354662729402939,11.827296265478,12.1819589948809
