Sample ID	sample1	sample2	sample3	sample4
ABPD:NM_001009952	0	0	0	0
ABPE:NM_207262	0	0	0	0
ABPG:NM_178308	0	0	0	0
ABPZ:NM_177446	0	0	0	0
ABR:NM_198018:NM_198895:NM_198894	8026	9068	9074	9285
ABRA:NM_175456	0	0	1	1
ABT1:NM_013924	598	694	554	657
ABTB1:NM_030251	6349	7006	6990	6948
ABTB2:NM_178890	3546	5023	3735	5474
AC013548.2:NR_002855	9	5	8	11
AC013548.3:NR_002452	0	1	1	2
AC015583.2:NR_015348	0	0	0	0
AC015583.4:NR_015611	0	0	0	1
AC015800.2:NR_015529	21	19	21	16
AC016791.1:NM_001110517:NM_001101605	427	374	326	397
AC020967.1:NM_053145	0	1	0	1
AC022298.1:NR_003652	0	0	0	0
AC026478.1:NR_003373	0	0	0	0
AC027184.3:NM_001111119	0	0	0	0
AC068609.1:NM_001042670	23	20	17	20
AC069559.2:NM_146872	0	0	0	0
AC074229.1:NM_025288	0	0	0	0
AC079042.1:NR_015459	0	0	0	2
AC079443.1:NM_153396	35	66	46	63
AC084109.3:NR_026688	3	10	12	12
AC084383.1:NR_015506	24	32	25	39
AC087117.1:NR_027943:NR_015536	475	580	501	611
AC087898.3:NR_030670	31	42	32	48
AC090647.1:NR_002871:NR_002873	1	1	0	0
AC091531.1:NM_028533	9	13	8	15
AC093339.1:NR_015567	22	20	15	27
AC098733.1:NR_002863	1	0	0	2
AC098881.1:NM_001048207	1721	2333	1606	2054
AC101690.1:NR_028578	92	120	77	114
AC101743.4:NR_002858	0	0	0	0
AC101777.1:NR_024326	0	0	0	0
AC101941.2:NM_001081239	0	0	0	0
AC102121.3:NR_015495	15	8	5	8
AC102176.1:NM_001166475	0	0	0	0
AC102195.2:NR_027978	0	2	4	4
AC102262.1:NM_001164320	0	3	2	1
AC102570.3:NR_024067	243	308	171	261
AC102739.1:NR_015537	31	39	30	45
AC102815.1:NM_177715	4190	3887	3252	4261
AC103388.1:NR_029437:NR_029438	230	251	223	377
AC103620.1:NR_015470	0	0	0	0
AC105982.1:NM_027304	0	0	0	0
AC107641.2:NR_015599	0	0	0	0
AC107671.1:NM_146618	0	0	0	0
AC107763.1:NM_183250	295	269	200	204
AC107868.1:NM_134195	0	0	0	0
AC108947.1:NM_001145879	0	0	0	0
AC109139.1:NR_028125	8	15	3	7
AC109311.1:NM_026788	60	87	54	79
AC120402.1:NM_025525	506	622	529	589
AC120787.1:NR_003960	0	0	0	0
AC121290.1:NM_146484	0	0	0	0
AC121566.2:NM_001013750	0	0	0	0
AC121578.1:NR_030692	0	0	0	0
AC121838.2:NR_003623	9	11	25	17
AC121843.1:NR_015562	0	0	0	0
AC121937.1:NM_001134660	0	0	0	0
AC121937.1:NM_001134661	0	0	0	0
AC121985.1:NM_001081372	0	0	0	0
AC122015.1:NR_015530	6	4	7	10
AC122027.1:NM_001164286	0	0	0	0
AC122038.1:NM_001162884	3	2	1	0
AC122117.2:NR_027945:NR_027944:NR_015494	0	0	0	0
AC122127.1:NR_024328	15	18	13	33
AC122186.1:NM_025520	20	11	9	10
AC122190.1:NM_001101503	0	0	0	0
AC122428.1:NM_010860	368	394	340	327
AC122475.1:NM_001011810	0	0	0	0
AC122521.1:NM_027928	0	0	0	0
AC122546.2:NR_015478	2	2	2	0
AC122753.1:NM_001134767	59	60	60	104
AC122771.3:NM_001145300:NR_026896	0	0	0	0
AC122821.1:NR_015472	518	578	549	561
AC122861.3:NR_027939:NR_015545:NR_027938:NR_027940	616	678	585	663
AC122863.4:NM_001102563	72	82	113	115
AC122912.1:NM_001033380	141	185	166	155
AC123600.1:NM_001101534	0	0	0	0
AC123697.1:NM_194336	1799	1819	1325	1764
AC123838.1:NR_002928	133	184	125	139
AC123925.1:NM_134096	0	3	2	3
AC124181.2:NM_001165950	0	0	0	0
AC124186.1:NM_001146107	0	0	0	0
AC124191.1:NR_026853	0	0	0	0
AC124327.1:NM_001145552	476	634	467	599
AC124383.1:NM_001168423	1	3	1	0
AC124384.1:NM_001167920	0	0	0	0
AC124453.1:NM_001163103	0	0	1	0
AC124479.2:NM_001081471	0	3	0	1
AC132352.1:NM_001099918	1	0	1	0
AC132362.2:NM_001007222	0	0	0	0
AC132404.1:NM_001122657	1	3	2	1
AC132405.1:NM_026774	372	417	338	393
AC132581.1:NM_053251:NM_001177588	0	0	0	0
AC132617.1:NR_015512	0	0	0	0
AC133159.1:NM_001163572	1001	1026	746	1038
AC133459.1:NM_029294	9	8	9	9
AC133494.1:NR_030674	42	42	26	48
AC133494.2:NM_198011	254	291	220	297
AC133585.1:NM_001163616	0	0	0	0
AC133589.1:NM_146134	0	0	0	0
AC133646.1:NR_015475:NR_027904:NR_027903	32	23	18	41
AC133647.1:NM_001105071	0	0	0	0
AC133936.2:NM_001142734	0	3	0	1
AC134246.4:NR_028359	575	601	564	696
AC134463.2:NM_001145433	460	583	494	483
AC134533.4:NR_003146	0	0	0	0
AC134534.1:NM_001105178	0	1	0	0
AC134826.1:NR_015522	0	0	0	1
AC134869.1:NM_028157	0	0	0	0
AC134869.3:NM_177711	0	0	0	0
AC136642.2:NM_001029930	0	0	0	0
AC136642.2:NM_175393	0	0	0	0
AC136743.1:NM_001111330	14	23	11	14
AC136746.1:NR_015486	21	24	28	35
AC138119.1:NM_001037919	0	0	0	0
AC138229.1:NM_029336	1	0	0	1
AC138293.1:NM_001039218	0	0	0	0
AC138299.2:NM_024431	0	0	0	0
AC138528.2:NM_001112668	0	0	0	0
AC138587.2:NM_001122660	0	0	0	0
AC138587.3:NM_001111286:NM_001164523	0	0	0	0
AC139131.2:NM_001104644	0	0	0	0
AC139671.1:NR_027837:NR_027836	0	0	0	0
AC139884.2:NM_175312	1180	1063	731	1017
AC140194.1:NM_130876	0	0	0	0
AC140194.3:NM_183296	0	0	0	0
AC140194.4:NM_133359	0	0	0	0
AC140194.5:NM_130857	0	0	0	0
AC140312.1:NR_015499	365	449	395	551
AC140325.1:NM_001122668:NM_001122678:NM_001167793	0	0	0	0
AC140325.1:NM_001122678:NM_001167793	0	0	0	0
AC140325.1:NM_001167793:NM_001122678:NM_001167792	0	0	0	0
AC140336.1:NM_024190	3857	4416	3021	4255
AC140440.1:NM_001114754	0	0	0	0
AC140799.1:NR_002874	0	0	0	0
AC141883.1:NM_001164655	0	3	0	0
AC141885.1:NR_028368	6	6	4	11
AC142103.1:NR_027929:NR_027930	7	7	7	4
AC142211.1:NR_027829	66	62	67	70
AC144480.2:NM_182957	0	0	0	0
AC144480.2:NM_198666	0	0	0	0
AC147987.3:NR_015555	63	81	81	101
AC150271.1:NR_003555	1	6	3	4
AC150312.1:NR_015573	18	8	12	23
AC150648.1:NM_001101488	0	0	1	0
AC150895.1:NM_029317	0	0	0	0
AC151841.1:NR_015548	334	519	406	514
AC152059.2:NM_001159910	327	452	329	579
AC152164.1:NR_028428	75	112	77	103
AC152398.2:NR_015541	0	0	0	0
AC153386.1:NR_015581:NR_027892	12	29	17	16
AC153506.1:NR_015524	738	824	626	713
AC153546.1:NR_028030	0	0	0	0
AC153555.1:NM_053264	0	0	0	0
AC153582.2:NR_003624	0	0	0	0
AC153616.1:NM_134174	0	0	0	0
AC153828.1:NM_001101431	16	15	6	14
AC153864.1:NR_026831	0	0	0	0
AC153872.1:NR_026990	2	3	2	1
AC153873.2:NM_001081301	0	0	0	0
AC153874.2:NR_015547	0	0	0	0
AC153874.3:NM_001101630	0	0	0	0
AC153874.3:NM_001101631	0	0	0	0
AC159881.1:NR_023357	7	5	1	3
AC159896.1:NM_001167586	0	0	0	0
AC160535.1:NR_029433	0	0	0	0
AC160757.2:NM_001129886	0	0	0	0
AC160757.2:NM_028494	0	0	0	0
AC161058.2:NM_001160265	0	0	0	0
AC161166.3:NM_001102613	1080	1074	1209	1188
AC161198.1:NM_001081254	0	0	0	0
AC161211.1:NM_001017955	18	23	24	30
AC161409.3:NM_011093	0	0	0	0
AC161447.1:NR_028385	0	1	1	0
AC162175.1:NM_146359	0	0	0	0
AC162522.2:NM_207555	0	0	0	0
AC163434.2:NM_177280	0	0	0	0
AC163677.2:NM_001111313	0	1	0	0
AC164110.1:NM_001160385	0	0	0	0
AC164315.1:NR_015586	67	99	74	134
AC164538.1:NR_027362	0	0	0	1
AC164565.1:NM_025401	2545	2390	2389	2359
AC164597.2:NM_001162926	1292	1582	1147	1597
AC164612.1:NR_015610	0	0	0	0
AC164702.1:NR_002687	247	297	270	293
AC165252.1:NM_001163498	73	124	126	128
AC165361.1:NM_001162909	5	5	4	4
AC166110.6:NM_001167578	0	0	0	0
AC166290.2:NR_027963	250	336	276	392
AC166360.1:NR_024558	0	0	0	0
AC166574.1:NR_029384	0	0	0	0
AC167359.1:NM_001100618	4	14	9	2
AC167970.1:NR_004443	0	0	0	0
AC170751.2:NM_001081954	1	0	0	0
AC170810.1:NM_001098269	0	0	0	0
AC172746.1:NM_021427	0	0	0	0
AC188461.2:NM_001134752	0	0	0	0
AC191933.1:NM_177278	0	0	0	0
ACAA1A:NM_130864	781	868	819	941
ACCN5:NM_021370	0	0	0	0
ACCS:NM_183220	300	348	340	334
ACCSL:NM_001033452	0	0	0	0
ACD:NM_001012638	1742	1986	1605	1857
ACE2:NM_001130513:NM_027286	0	0	0	0
ACE:NM_207624:NM_009598	7	15	10	23
ACER1:NM_175731	0	0	0	0
ACER2:NM_139306	25	39	19	33
ACER3:NM_025408	208	233	125	195
ACHE:NM_009599	5	1	0	2
ACIN1:NM_019567:NR_024030:NR_024029:NM_001085472:NM_023190:NM_001085473	10089	11787	9474	11943
ACLY:NM_134037	8426	10226	7676	10035
ACMSD:NM_001033041	0	0	0	0
ACN9:NM_001077713	41	31	26	44
ACNAT1:NM_001164565	0	0	0	0
ACNAT2:NM_145368	0	0	0	0
ACO1:NM_007386	758	895	751	953
ACO2:NM_080633	5317	6575	5438	5987
ACOT10:NM_022816	69	70	46	69
ACOT11:NM_025590	343	443	346	403
ACOT12:NM_028790	5	4	3	2
ACOT13:NM_025790	453	598	420	511
ACOT1:NM_012006	0	0	3	0
ACOT2:NM_134188	209	242	206	267
ACOT3:NM_134246	0	0	0	0
ACOT4:NM_134247	0	0	0	1
ACOT5:NM_145444	20	21	14	21
ACOT6:NM_172580	9	17	2	7
ACOT7:NM_133348:NM_001146057:NM_001146058	7565	7994	8888	8991
ACOT8:NM_133240	381	478	366	435
ACOT9:NM_019736	91	101	76	71
ACOX1:NM_015729	1805	1951	1699	1904
ACOX2:NM_001161667:NM_053115	4	0	7	8
ACOX3:NM_030721	2328	2715	2658	2832
ACOXL:NM_028765	6	9	10	19
ACP1:NM_021330:NM_001110239	195	243	159	201
ACP2:NM_007387	860	1047	800	857
ACTC1:NM_009608	0	0	0	0
ACTG1:NM_009609	144	198	204	258
ACTG2:NM_009610	9	54	86	66
ACTL6A:NM_019673	2217	2613	1861	2590
ACTL6B:NM_031404	0	0	0	1
ACTL7A:NM_009611	0	0	0	0
ACTL7B:NM_025271	0	0	0	1
ACTN1:NM_134156	6020	7155	7864	7948
ACTN2:NM_033268	564	626	460	554
ACTN3:NM_013456	7	8	3	12
ACTN4:NM_021895	5814	7261	5927	6992
ACTR10:NM_019785	1324	1433	1215	1487
ACTR1A:NM_016860	4791	5857	4867	5657
ACTR1B:NM_146107	2383	2955	2565	3290
ACTR2:NM_146243	4199	4438	3249	4566
ACTR3:NM_023735	4717	5246	4066	5486
ACTR3B:NM_001004365	50	43	38	48
ACTR5:NM_175419	995	1230	1047	1235
ACTR6:NM_025914	135	136	82	143
ACTR8:NM_027493	1391	1508	1277	1460
ACTRT1:NM_028514	0	0	0	0
ACTRT2:NM_028513	0	0	0	0
ACVR1:NM_007394:NM_001110205:NM_001110204	71	83	74	130
ACVR1B:NM_007395	2428	3073	2455	2882
ACVR1C:NM_001033369:NM_001111030	0	0	0	1
ACVR2A:NM_007396	271	300	218	303
ACVR2B:NM_007397	238	273	264	361
ACVRL1:NM_009612	11	22	19	17
ACY1:NM_025371	66	92	85	115
ACY3:NM_027857	94	90	92	86
ACYP1:NM_025421	390	480	339	416
ACYP2:NM_029344	2	7	2	5
ADA:NM_007398	265	301	318	366
ADAD1:NM_009350	0	0	0	0
ADAD2:NM_029428	0	0	0	0
ADAL:NM_029475	231	260	195	293
ADAM10:NM_007399	4540	4777	3528	4713
ADAM11:NM_009613:NM_001110778	5	3	7	7
ADAM12:NM_007400	0	3	9	9
ADAM15:NM_009614:NM_001037722	91	148	140	150
ADAM17:NM_009615	2482	2796	2032	2512
ADAM18:NM_010084	0	0	0	0
ADAM19:NM_009616	31	132	61	97
ADAM1A:NM_172126	47	55	68	71
ADAM1B:NM_172125	3	2	3	0
ADAM21:NM_020330	0	2	1	3
ADAM22:NM_001098225:NM_001007220:NM_001007221	12	4	8	10
ADAM23:NM_011780:NM_001177600	6	44	56	71
ADAM24:NM_010086	0	0	0	0
ADAM25:NM_011781	0	0	0	0
ADAM26A:NM_010085	0	0	0	0
ADAM26B:NM_001009547	0	0	0	0
ADAM28:NM_001048175:NM_010082:NM_183366	0	0	0	1
ADAM29:NM_175939	0	0	0	0
ADAM2:NM_009618	0	2	1	4
ADAM30:NM_027665	0	0	0	0
ADAM32:NM_153397	0	0	2	0
ADAM33:NM_033615:NM_001163529	1	3	3	1
ADAM34:NM_001079931	0	0	0	1
ADAM34:NM_145745	0	0	0	0
ADAM39:NM_001025380	0	0	0	0
ADAM3:NM_009619	0	0	0	0
ADAR:NM_001038587:NM_019655:NM_001146296	4251	5343	4532	5561
ADARB1:NM_130895:NR_004429:NR_021486:NM_001024837	8	15	11	36
ADARB2:NM_052977	0	0	0	0
ADAT1:NM_013925	305	352	299	442
ADAT2:NM_025748	125	166	126	165
ADAT3:NM_001100606	134	161	125	183
ADC:NM_172875	49	83	86	94
ADCK1:NM_028105	730	854	747	854
ADCK2:NM_178873	960	1182	1129	1185
ADCK4:NM_133770	554	713	694	797
ADCK5:NM_172960	1416	1630	1533	1780
ADCY10:NM_173029	0	0	1	1
ADCY1:NM_009622	14	20	35	27
ADCY2:NM_153534	2	1	1	3
ADCY3:NM_001159536:NM_001159537:NM_138305	1190	1515	1242	1493
ADCY4:NM_080435	0	0	2	0
ADCY5:NM_001012765	7	6	9	11
ADCY6:NM_007405	3193	3750	3439	4248
ADCY7:NM_007406:NM_001109756:NM_001037723:NM_001037724	7485	9783	9077	11660
ADCY8:NM_009623	0	0	0	0
ADCY9:NM_009624	154	143	155	130
ADCYAP1:NM_009625	1	0	0	0
ADCYAP1R1:NM_001025372:NM_007407	0	0	0	0
ADD1:NM_013457:NM_001102444:NM_001024458	12831	15603	14241	15423
ADD2:NM_013458	0	0	0	0
ADD3:NM_001164099:NM_001164101:NM_001164100:NM_013758	3085	3969	3409	4339
ADH1:NM_007409	0	0	2	3
ADH4:NM_011996	0	0	0	0
ADH5:NM_007410	1331	1524	1225	1420
ADH6A:NM_026945	0	0	0	1
ADH7:NM_009626	0	3	2	3
ADHFE1:NM_175236:NR_027664	0	2	3	2
ADI1:NM_134052	1167	1304	884	1131
ADIPOQ:NM_009605	7	4	9	8
ADIPOR1:NM_028320	4822	5422	4759	5346
ADIPOR2:NM_197985	6182	6842	6156	6935
ADK:NM_134079	436	603	694	768
ADM2:NM_182928	0	0	0	0
ADM:NM_009627	10	13	11	4
ADNP2:NM_175028	2046	2504	2142	2501
ADNP:NM_009628	7991	9152	7013	8649
ADO:NM_001005419	1263	1488	1115	1574
ADORA1:NM_001008533:NM_001039510	0	0	1	0
ADORA2A:NM_009630	2431	2692	2873	2855
ADORA2B:NM_007413	0	3	1	1
ADORA3:NM_027025:NM_009631:NM_001174169	8	9	1	12
ADPGK:NM_028121	1329	1878	1220	1931
ADPRH:NM_007414	2074	2360	2165	2265
ADPRHL1:NM_172750	32	31	23	26
ADPRHL2:NM_133883	1038	1280	1170	1375
ADRA1A:NM_013461	0	0	0	0
ADRA1B:NM_007416	308	299	323	263
ADRA1D:NM_013460	2	8	17	16
ADRA2A:NM_007417	1	3	2	3
ADRA2B:NM_009633	0	0	0	0
ADRA2C:NM_007418	0	0	0	0
ADRB1:NM_007419	2	0	3	0
ADRB2:NM_007420	427	714	401	735
ADRB3:NM_013462	0	0	0	0
ADRBK1:NM_130863	26930	29785	32152	35995
ADRBK2:NM_177078:NM_001035531	258	312	266	264
ADRM1:NM_019822	388	450	441	508
ADSL:NM_009634	1332	1755	1364	1783
ADSS:NM_007422	2604	2937	1768	2631
ADSSL1:NM_007421	965	1106	959	994
AEBP1:NM_009636	42	422	317	529
AGFG2:NM_178162:NM_145566	1573	1724	1759	1863
AGGF1:NM_025630	1687	1805	1469	1831
AGK:NM_023538	113	106	89	124
AGL:NM_001081326	844	1066	928	1129
AGMAT:NM_001081408	0	0	0	1
AGPAT1:NM_001163379:NM_018862	3034	3403	3006	3652
AGPAT2:NM_026212	280	322	282	325
AGPAT3:NM_053014	2737	4142	3260	4102
AGPAT4:NM_026644	237	262	207	204
AGPAT5:NM_026792	432	656	394	605
AGPAT6:NM_018743	3126	3761	2928	3585
AGPAT9:NM_172715	9	3	7	13
AGPHD1:NM_177351	6	2	3	13
AGPS:NM_172666	3010	3128	2077	3002
AGR2:NM_011783	0	0	0	0
AGR3:NM_207531	0	0	0	0
AGRN:NM_021604	232	397	327	611
AGRP:NM_007427	18	19	24	26
AGT:NM_007428	0	11	4	18
AGTPBP1:NM_023328:NM_001048008	335	402	282	341
AGTR1A:NM_177322	1	1	3	1
AGTR1B:NM_175086	0	0	0	0
AGTR2:NM_007429	0	0	0	0
AGTRAP:NM_009642	4945	5043	5206	4624
AGXT2L1:NM_001163587:NM_027907	0	1	1	0
AGXT2L2:NM_028398	186	237	197	258
AGXT:NM_016702	0	0	2	0
AHCTF1:NM_026375	3107	3442	2316	3494
AHCY:NM_016661	138	139	147	152
AHCYL1:NM_145542	2515	2942	2177	3103
AHCYL2:NM_021414:NM_001171000:NM_001171001	3924	3817	3414	3825
AHDC1:NM_146155	3525	4209	4519	5204
AHI1:NM_026203	437	551	366	493
AHNAK:NM_009643:NM_001039959	2615	4026	2538	3129
AHR:NM_013464	747	1902	457	1476
AHRR:NM_009644	1	1	1	2
AHSA1:NM_146036	1996	2341	1542	1993
AHSA2:NM_172391	1459	1566	1210	1648
AHSG:NM_013465	52	99	79	82
AI118078:NM_172923	2	8	0	5
AI132487:NM_001012310	65	100	69	100
AI182371:NM_178885	7	3	4	13
AI314180:NM_172381	2610	2825	2235	3075
AI314831:NR_015462	0	0	0	0
AI314976:NM_207219	340	378	315	335
AI316807:NM_001146117:NM_001012667	432	570	469	562
AI317395:NM_144821	0	0	0	0
AI413582:NM_001002895	368	457	411	380
AI413782:NM_134044:NM_001142581:NM_001142580	1158	1324	1126	1296
AI427809:NR_033140:NR_033139	0	0	0	0
AI428936:NM_153577	10	20	19	21
AI429214:NM_001039220	18	14	14	16
AI451617:NM_001167828:NM_199146	251	236	146	275
AI462493:NM_001160356	835	950	692	792
AI464131:NM_001085515	2	4	4	3
AI467606:NM_178901	7137	7845	7385	7771
AI480653:NM_198626	235	332	215	338
AI597468:NM_001013028	838	802	525	724
AI597479:NM_133818	733	893	563	854
AI646023:NM_198860	3	7	7	6
AI661453:NM_145489	3	2	4	2
AI747448:NM_001033199	0	0	0	0
AI747699:NM_001013770	4	1	1	0
AI836003:NM_177716	1	1	2	4
AI837181:NR_024189:NM_134149	4172	4936	4769	5377
AI846148:NM_001033139:NM_001167831	1962	2155	2044	2221
AI848100:NM_172645	1540	1595	1064	1702
AI854703:NR_027236	20	19	21	24
AI894139:NM_178898	577	659	635	713
AKAP2:NM_001035533:NM_009649:NM_001035532	342	560	348	582
AKAP2:NM_172868	1	9	7	17
AKAP3:NM_009650	0	0	1	0
AKAP4:NM_009651:NM_001042542	1	0	0	0
AKAP6:NM_198111	33	30	49	148
AKAP7:NM_018747	70	86	77	110
AKAP8:NM_019774	3742	4340	3449	4687
AKAP8L:NM_017476	2071	2516	2617	3027
AKAP9:NM_194462	3275	3653	2900	3836
AKIRIN1:NM_023423	1629	1961	1518	1937
AKIRIN2:NM_001007589	2929	3175	2728	3250
AKNA:NM_001045514	23200	24679	23435	25276
AKNAD1:NM_177859	0	0	0	0
AKP3:NM_007432	0	0	0	0
AKR1A4:NM_021473	6639	7984	6993	7380
AKR1B10:NM_172398	336	372	400	372
AKR1B3:NM_009658:NR_028277	303	373	346	382
AKR1B7:NM_009731	5	7	10	7
AKR1B8:NM_008012	1	21	8	18
AKR1C12:NM_013777	92	66	86	81
AKR1C13:NM_013778	562	531	519	634
AKR1C14:NM_134072	0	5	1	5
AKR1C18:NM_134066	0	0	1	0
AKR1C19:NM_001013785	0	1	0	0
AKR1C20:NM_054080	0	0	0	0
AKR1C21:NM_029901	0	0	0	0
AKR1C6:NM_030611	0	0	0	0
AKR1D1:NM_145364	0	0	0	0
AKR1E1:NM_018859	132	109	89	128
AKR7A5:NM_025337	563	700	601	764
AKT1:NM_001165894:NM_009652	7381	9234	8808	9992
AKT1S1:NM_026270:NR_030488	1582	1648	1451	1856
AKT2:NM_001110208:NM_007434	2877	3285	2883	3266
AKT3:NM_011785	1086	1145	1054	1347
AKTIP:NM_010241	414	484	365	443
AL512582.1:NR_002867	0	0	0	0
AL513352.1:NM_001164628:NM_001164627:NM_028455	0	2	0	2
AL589670.1:NM_008197	4398	5123	4552	3906
AL589742.2:NR_026798	0	0	0	2
AL591131.2:NR_003282	0	0	0	0
AL591174.2:NR_003283	6	3	8	3
AL591496.1:NR_030711:NR_029739	27	73	39	76
AL591851.2:NR_024599	163	404	158	429
AL591884.1:NR_015558	0	0	0	0
AL592547.5:NM_001145537	1	2	0	3
AL593857.4:NR_002846	1	5	2	5
AL596181.7:NR_030738	880	978	784	804
AL596183.3:NR_028329	24	24	19	21
AL603630.1:NR_027478	1	2	0	1
AL603711.1:NM_001166028	0	1	0	0
AL603711.2:NR_015519	551	619	477	673
AL603787.4:NR_028586	15	7	12	8
AL603917.3:NM_001164166	0	0	0	0
AL604023.1:NR_015556	650	660	630	665
AL606974.1:NR_015560	0	0	0	0
AL627069.1:NR_015577	52	63	47	58
AL627182.1:NM_001100185	0	0	0	0
AL627204.5:NR_029958	0	0	0	0
AL627205.4:NR_027059	162	222	188	302
AL627227.1:NM_001100183	0	0	0	0
AL645471.1:NR_027956	257	299	228	250
AL645532.1:NR_015469	1	0	1	1
AL645547.5:NR_028320	0	0	0	0
AL645668.3:NR_029537	2	3	0	0
AL732543.3:NR_028391	1	2	3	2
AL772372.1:NM_001145034	4	11	21	10
AL772395.3:NM_001100182	0	0	0	0
AL772395.4:NM_001104926	0	0	0	0
AL772401.1:NR_028126	0	0	0	0
AL805897.2:NR_003270	41	41	25	52
AL805918.5:NR_030769	0	0	0	0
AL807386.2:NR_028286	0	0	1	0
AL808128.1:NM_009227	286	281	175	230
AL808133.1:NM_001100465	0	0	0	0
AL824715.1:NR_033220	0	1	0	0
AL831725.1:NR_028432	383	454	314	455
AL831746.2:NR_026843	2	3	2	4
AL831778.3:NM_001102662	0	0	0	0
AL833794.4:NR_029381	0	0	0	0
AL844156.1:NM_001101501	0	0	0	0
AL844495.2:NM_001162933	0	0	0	0
AL844529.1:NR_027289:NR_027290	34	43	47	74
AL844536.3:NR_015473:NR_027832	1964	2175	1399	2133
AL844566.2:NR_027919	624	489	684	631
AL844569.1:NR_028422	0	0	1	0
AL844569.1:NR_028423	0	0	0	0
AL844901.1:NR_030712	0	0	0	0
AL928857.1:NM_001135115	35	70	31	47
AL928949.2:NM_146975	0	0	0	0
AL929079.2:NM_001145100	3	5	6	5
AL935150.6:NR_015591:NR_027914	73	77	63	70
AL935278.1:NR_015544	0	0	0	0
AL954348.1:NR_015493	14	12	5	10
ALAD:NM_008525	388	497	377	497
ALAS1:NM_020559	785	941	837	917
ALAS2:NM_009653:NM_001102446	16	8	8	10
ALB:NM_009654	0	0	0	0
ALCAM:NM_009655	83	121	73	177
ALDH16A1:NM_145954	819	946	916	982
ALDH18A1:NM_019698:NM_153554	1754	2262	1636	2322
ALDH1A1:NM_013467	0	0	0	0
ALDH1A2:NM_009022	0	0	1	0
ALDH1A3:NM_053080	0	0	2	0
ALDH1A7:NM_011921	2	0	3	2
ALDH1B1:NM_028270	1108	2050	1114	2408
ALDH1L1:NM_027406	2	15	10	15
ALDH1L2:NM_153543	2	9	3	4
ALDH2:NM_009656	2693	3112	2862	3195
ALKBH5:NM_172943	4697	5317	4386	5471
ALKBH6:NM_198027	495	655	581	611
ALKBH7:NM_025538	329	407	306	312
ALKBH8:NM_026303	354	286	203	286
ALLC:NM_053156	0	0	0	0
ALMS1:NM_145223	141	130	136	180
ALOX12:NM_007440	1	2	1	6
ALOX12B:NM_009659	0	0	0	0
ALOX12E:NM_145684	0	0	0	0
ALOX15:NM_009660	1	0	1	0
ALOX5:NM_009662	3	1	1	0
ALOX5AP:NM_009663	536	539	485	556
ALOX8:NM_009661	1	10	3	3
ALOXE3:NM_011786	1	2	1	4
ALPI:NM_001081082	0	0	0	0
ALPK1:NM_027808	55	65	51	74
ALPK2:NM_001037294	3	11	2	9
ALPK3:NM_054085	41	70	60	75
ALPL:NM_007431	1	29	21	37
ALPPL2:NM_007433	0	0	0	0
ALS2:NM_001159948:NM_028717:NM_146109	3370	3745	3189	3550
ALS2CL:NM_146228:NM_001146059:NM_001146060	707	708	776	774
ALS2CR11:NM_175200	0	0	0	0
ALS2CR12:NM_175370	0	0	0	1
ALS2CR4:NM_001033449:NM_001037812	95	115	98	126
ALX1:NM_172553	0	0	0	0
ALX3:NM_007441	0	0	0	0
ALX4:NM_007442	11	10	11	13
AMAC1:NM_019871	10	5	13	5
AMACR:NM_008537	89	82	78	95
AMBN:NM_009664	0	0	0	0
AMBP:NM_007443	0	0	0	0
AMBRA1:NM_172669:NM_001080754	3940	4522	3801	4547
AMD2:NM_009665:NM_007444	135	129	91	110
AMDHD1:NM_027908	10	15	17	18
AMDHD2:NM_172935	815	1015	909	993
AMELX:NM_001081978:NM_009666	0	0	0	0
AMFR:NM_011787	4510	5432	4516	5192
AMH:NM_007445	47	57	59	86
AMHR2:NM_144547	2	2	5	4
AMICA1:NM_001005421	20	20	18	16
AMIGO1:NM_146137:NM_001004293	420	470	355	506
AMIGO2:NM_178114:NM_001164602:NM_001164563	41	39	31	45
AMIGO3:NM_177275	135	186	196	219
AMMECR1:NM_019496	248	241	175	245
AMMECR1L:NM_153515	1922	2200	1772	2167
AMN1:NM_001113424	97	115	76	95
AMN:NM_033603	1	1	3	1
AMOT:NM_153319	23	46	34	67
AMOTL1:NM_001081395	8	46	44	75
AMOTL2:NM_019764	13	110	101	161
AMPD1:NM_001033303	0	7	2	3
AMPD2:NM_028779	5798	6844	6234	8204
AMPD3:NM_009667	11	23	22	29
AMPH:NM_175007	12	16	9	14
AMT:NM_001013814	26	32	38	49
AMTN:NM_027793	0	0	0	0
AMY1:NM_007446:NM_001110505	1	0	1	0
AMY2A2:NM_001042711	0	0	0	0
ANKFN1:NM_001080933	0	0	0	0
ANKFY1:NM_009671	4582	5197	4155	5358
ANKHD1:NM_175375	4348	4820	3799	5289
ANKHD1:NM_201256	449	417	410	424
ANKIB1:NM_001003909	3482	3933	2643	3973
ANKK1:NM_172922	0	0	0	0
ANKLE1:NM_172756	5	9	8	13
ANKLE2:NM_027922	2549	2744	2170	2766
ANKMY1:NM_172850	5	10	19	11
ANKMY2:NM_146033	910	1086	784	1048
ANKRA2:NM_023472	648	759	547	785
ANKRD10:NM_133971:NR_030780:NR_030779:NR_030781:NM_001167967	4390	5049	3981	5549
ANKRD11:NM_001081379	18418	20501	18858	22319
ANKRD12:NM_001025572	2697	2509	1873	2668
ANKRD13A:NM_026718	14990	17443	15892	18924
