"","id","normalizedCounts_13314_invitro_2h_GFP/13315_invitro_2h_DL1","normalizedCounts_13316_invitro_4h_GFP","pval","padj","moderated_log2FoldChange","foldChange","rpkm_VIT","rpkm_VITB","disp"
"LTBP1:NM_019919:NM_206958","LTBP1",59.3007557578474,167.87730723372,0.000442609703545041,0.0972073543119066,0.807263131403227,2.83094717914289,0.332901697961328,0.959014815608427,0.0450695016580301
"HES1:NM_008235","HES1",1717.68910052105,774.903861866905,4.16972872248165e-09,7.89850863256087e-06,-0.805196732789534,0.451131617259399,45.6325007005607,20.9956914318385,0.0110232440665511
"SH3BGRL:NM_019989","SH3BGRL",2000.80703137436,1068.41120696427,1.12351482956099e-05,0.00681029749086688,-0.801136184792814,0.533990130087846,26.9554308751553,14.830829572931,0.0112129702469171
"TMX3:NM_198295","TMX3",1824.73561871289,980.581357484376,1.45040573531912e-05,0.00814053648630592,-0.794585018643918,0.537382702145118,15.1025792404528,8.35467349847946,0.0113900896735822
"NR_033498:NR_033498","NR_033498",6596.30510385878,3674.40066494996,8.86636199779828e-06,0.0055983687381098,-0.794185915781343,0.55703922227619,45.4933030670343,26.1234366698809,0.00989929926005511
"DENND4A:NM_001162917","DENND4A",889.495389384561,446.931639125532,4.46183765610012e-05,0.0204892993456186,-0.790929006231554,0.502455262229929,3.91820841607198,2.02776047014649,0.0148747466372995
"SRGN:NM_011157","SRGN",19126.2065747614,10967.6134825208,3.7506778754805e-05,0.0183347653306553,-0.790644084676739,0.573433808719471,780.024468008932,459.481322936697,0.0112419503544543
"SLC7A5:NM_011404","SLC7A5",1236.8868172576,635.932581044289,4.89710045632354e-06,0.00353384096738699,-0.782642270507775,0.514139670802107,13.509459152428,7.11612850787139,0.0122389687082232
"FBL:NM_007991","FBL",261.712997734733,100.059322192283,0.000101653713923709,0.0375722044097533,-0.780010412782037,0.382324619175779,8.61051760884427,3.37722552745531,0.0289650410640121
"MYC:NM_010849:NM_001177353:NM_001177354:NM_001177352","MYC",4107.36782734756,1987.84520088669,5.68125948826393e-09,9.56597847612795e-06,-0.769500912294953,0.483970582729718,66.0907177645038,32.625329613883,0.009921055414916
"TRP53INP1:NM_021897","TRP53INP1",20771.3296481511,12030.4658382522,8.72275385579408e-05,0.0330523856900063,-0.767891518483045,0.579186120582464,147.321652452982,87.8933166157435,0.0114033301278764
"LARP4:NM_001080948:NM_001024526","LARP4",953.648453929614,496.961300221673,5.94082443625158e-05,0.025007570418599,-0.759647367506977,0.521115824362625,5.40329457789604,2.90029762148582,0.0138616221152535
