"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"FHOD1:NM_177699",1238.87072982615,0.399677073656302,0.153616428776104,0.0091560970771161,0.314051593580562
"PDIA4:NM_009787",3016.07287521775,-0.243845406395153,0.118003852987818,0.00915720968776343,0.314051593580562
"PPIL4:NM_026141",1303.31759555606,-0.276503553226156,0.166970536580405,0.00915251772408477,0.314051593580562
"YWHAE:NM_009536",7509.05675745766,-0.248520156475216,0.0981053027718926,0.00909951902783204,0.314051593580562
"2310016E02RIK:NM_024460:NM_001134692",396.142336159509,-0.590626516706526,0.216567277208388,0.00928110031577006,0.316676581400937
"APPL2:NM_145220",431.776035520718,0.54413811452789,0.214068700674865,0.0093568665274948,0.316676581400937
"ARPC2:NM_029711",9357.10749253257,-0.283378951583167,0.0989238949338208,0.00930343197436194,0.316676581400937
"BST2:NM_198095",1085.98904045169,-0.422971619668618,0.179225322689068,0.0093521081684799,0.316676581400937
"PRPF40A:NM_018785",2313.84474145176,-0.0153280019794628,0.118572499463149,0.00933404846251986,0.316676581400937
"RASA4:NM_133914:NM_001039103",4264.75105123552,0.0395242626907054,0.157690114451482,0.0093151383400794,0.316676581400937
"GM962:NM_001033448",1851.12834285831,0.201108143846055,0.124878487054578,0.00955031344536469,0.32181219956837
"RNF2:NM_011277",3867.00308626394,-0.179547474514394,0.162308837490249,0.00953164283243064,0.32181219956837
"NPTN:NM_009145",3158.78008113112,-0.243911832070212,0.111089042920526,0.00967879220956373,0.324917676347492
"SLC5A3:NM_017391",648.995164751813,0.18148449689805,0.178600832361614,0.00968458051706384,0.324917676347492
"DDX21:NM_019553",3860.82620132305,0.150130164718149,0.24307725675266,0.0097066939460341,0.324953161972113
"ACRBP:NM_001127340:NM_016845",517.466413535713,0.438539157468929,0.189634179564808,0.00980301834913149,0.32676022069578
"MOBKL3:NM_025283",957.278717054938,-0.279891975347404,0.208630063784934,0.00979450994967381,0.32676022069578
"NARS2:NM_153591",236.476862759508,0.185433337754897,0.262049941159714,0.00983677643895337,0.327178816341309
"COTL1:NM_028071",6568.25125651576,-0.128585388543188,0.099971352585136,0.0100583858510472,0.328376772367667
"KPNA3:NM_008466",1200.09159650486,-0.236447794935054,0.223491094884382,0.0100855692413837,0.328376772367667
"MAST3:NM_199308",11529.0237715852,0.389924716003384,0.142924066598519,0.0100800208673029,0.328376772367667
"MEMO1:NM_133771",1177.92979063739,-0.270199162830998,0.150015385210286,0.00998977451185492,0.328376772367667
"MPHOSPH8:NM_023773",778.551880715527,-0.228399166256117,0.159797529980111,0.0100170112829192,0.328376772367667
"NUS1:NM_030250",1357.21344281058,0.0225698058564514,0.145615840360344,0.0100700078391881,0.328376772367667
"PPHLN1:NM_175363:NM_146062:NM_001083114",1601.68955778074,-0.0881155690307142,0.134291852803474,0.0100111755615309,0.328376772367667
"PTGER1:NM_013641",5205.01689578561,0.298067524801653,0.111582981629805,0.00999554606736203,0.328376772367667
"PTK2B:NM_001162366:NM_001162365:NM_172498",8470.17309451926,-0.312503528684195,0.101971337335304,0.0100572780586661,0.328376772367667
"SELL:NM_001164059:NM_011346",28576.2785324654,0.07640372645025,0.143334947412332,0.00990976055901572,0.328376772367667
"SH2D5:NM_001099631",2079.77486210619,0.202153447987025,0.12040304672904,0.0101369647183641,0.329355318944237
"AZI2:NM_001048146:NM_013727",1522.21562919186,-0.0919175496517437,0.137385675432567,0.0101714056784504,0.329780050074634
"SEH1L:NM_028112:NM_001039088",2264.90804019182,-0.157983719130799,0.142592797801727,0.0102012367278204,0.330053849938055
"MGA:NM_013720:NM_001164274",4749.76293629603,0.00171885293497215,0.157353174094043,0.0102854966267079,0.332083827280299
"RPF1:NM_027371:NM_027332",1062.96206309975,-0.263226246671964,0.145186313027514,0.0103114985113204,0.332228301722773
"RPS21:NM_025587",1790.69454544508,-0.409175390410161,0.156029140264514,0.0103758410303509,0.333604905461261
"2310067B10RIK:NM_028014",3164.31099029091,0.313231676056705,0.129759245419653,0.0104297553726681,0.333998997840767
"BCR:NM_001081412",6277.89849598772,0.261767427361149,0.0982430375899315,0.0104643805496174,0.333998997840767
"MLL1:NM_001081049",21209.7612655354,0.271946905424005,0.0951009583659714,0.0104746656486057,0.333998997840767
"SOD1:NM_011434",2084.87062632828,-0.36074985578122,0.122624619523844,0.0104655524426258,0.333998997840767
"NBEAL2:NM_183276",18571.4175362174,0.291406868057462,0.11925915616442,0.0105726696879189,0.336428889265263
"EDA2R:NM_001161432:NM_175540:NM_001161433",6.41252814836534,2.76173246908379,1.50594673582274,0.0106059761204908,0.336794299315916
"MDFIC:NM_175088",664.590125804054,-0.461836046419016,0.183495820312951,0.0106688760052746,0.338096023386864
"FAM129C:NM_001166213",275.095953974523,0.883956079432741,0.317460169637681,0.0107548583836073,0.34012239638158
"ITPR3:NM_080553",4195.74150507724,0.413388901434117,0.151526677302922,0.010910066498202,0.344325268439164
"RFTN1:NM_181397",2388.72268968665,-0.018255726765016,0.117469849109254,0.0109430777041398,0.344662282057121
"NAF1:NM_001163564",512.471548674533,0.0241766527927387,0.228810952049495,0.011033616166597,0.34680610651546
"C1GALT1:NM_052993",1514.69302688552,-0.151943518856835,0.138646407228626,0.0110953656679432,0.348038167384892
"EIF4E3:NM_025829",940.863158766689,-0.437436300261057,0.157769460701325,0.0112314237418778,0.350143175965862
"GABPA:NM_008065",2000.5309633515,-0.105240912866357,0.134994984605613,0.0112669613230278,0.350143175965862
"MLLT6:NM_139311",7338.38946522162,0.102494523407084,0.099920581225604,0.0112060954179143,0.350143175965862
"PGRMC2:NM_027558",1280.96365219558,-0.299175832685344,0.159452306930078,0.0112986005074191,0.350143175965862
"PNPLA8:NM_026164",1105.92131764434,-0.283062158001092,0.179878154018994,0.0112277008974334,0.350143175965862
"TNFRSF25:NM_033042",440.340321034916,0.405057194301907,0.263427303377484,0.0112951826552886,0.350143175965862
"5730508B09RIK:NM_027482",551.15817825091,-0.334715439810085,0.18234157096455,0.0114175181452953,0.351822331820904
"HSPA9:NM_010481",3346.67909610051,0.0466295378454847,0.176592983946865,0.0114211746415002,0.351822331820904
"MATK:NM_010768",324.430676791672,0.577331678098166,0.235346036862526,0.0114113146301376,0.351822331820904
"SFRS7:NM_146083",1987.81641487798,0.232852043514204,0.177281954313961,0.0114626822035404,0.352397558659838
"AEBP2:NM_178803:NM_001005605:NM_009637",3449.82060550423,-0.139616701232668,0.121727159133779,0.0115307695277245,0.353786016145869
"NDUFA5:NM_026614",291.274852291623,-0.92204319772948,0.333786642964012,0.0117127764496348,0.357239681713862
"YY1:NM_009537",5979.61714276291,-0.0103153005058428,0.10149030111573,0.0117067490418949,0.357239681713862
"ZFP335:NM_199027",3119.86041869906,0.30882371402535,0.117591024452796,0.0116933196085014,0.357239681713862
"SIK1:NM_010831",1190.71819177258,0.0656802460583168,0.151790830243722,0.0117413398306607,0.357404531768416
"BACH2:NM_007521:NM_001109661",3227.83789222199,-0.236639741344015,0.124699100360665,0.0118788322384626,0.360168993980734
"S100A10:NM_009112",7308.07975253292,-0.485187199603298,0.16262137690037,0.0118652024303322,0.360168993980734
"EPRS:NM_029735",3026.00927646246,-0.129966233579165,0.119413633259305,0.011989015248708,0.362766193901571
"MAN2C1:NM_028636",1409.41267390013,0.24894334640333,0.133992898868891,0.0120115029536514,0.362766193901571
"ARMC5:NM_146205",1392.85445124107,0.436978286058073,0.158300826282327,0.0120579737730078,0.36345841648209
"CYTH4:NM_028195",2086.77307954265,0.183122703318846,0.141322903857034,0.0121197945619325,0.363900368627052
"TM9SF3:NM_133352",6713.65156251645,-0.183165941934981,0.139770690593117,0.0121042143247708,0.363900368627052
"SCIN:NM_009132:NM_001146196",806.46505674145,0.84583770628316,0.411143966982163,0.0122327752970129,0.366579458560778
"ARL5B:NM_029466",519.443190305023,-0.193615964152379,0.220908949492253,0.0122718355436719,0.367037282840095
"ARHGAP26:NM_175164",2716.55802045171,-0.497643861342285,0.18959819686138,0.0123681788265083,0.368926714492518
"PEX13:NM_023651",1072.97174082388,-0.0809673731619362,0.143432921793894,0.0124067235677844,0.368926714492518
"SPSB1:NM_029035",386.41029803721,-0.675069660679542,0.223820987130867,0.0123874385522763,0.368926714492518
"EHBP1L1:NM_001114597:NM_001114595:NM_001114596:NM_053252",1257.62924861971,0.0534102443776527,0.138087420428876,0.0124377855831792,0.369139124817702
"DVL1:NM_010091",1884.78638610177,0.453346586046614,0.168551237327577,0.0125148074196115,0.370712136097627
"RAB10:NM_016676",4722.52195095967,-0.122554144714834,0.102990314646219,0.0125464740473288,0.370938187686639
"ATP2A3:NM_016745:NM_001163337:NM_001163336",16554.1555491724,-0.326446342560097,0.109218816927734,0.0126097031999606,0.371057581755511
"FAR1:NM_026143:NM_027379",1048.43118757783,-0.0562447622940819,0.216283192714648,0.0126148824569967,0.371057581755511
"IL12RB2:NM_008354",801.321855304636,0.306951974712353,0.362897024963589,0.0126661565334209,0.371057581755511
"IPO11:NM_029665",690.480992292142,-0.0926570104976527,0.166947128032502,0.0127100674628972,0.371057581755511
"MAZ:NM_010772",15396.2823171193,0.155439422023886,0.114637912832843,0.0126744578605753,0.371057581755511
"PDK2:NM_133667",1484.83316679698,-0.0881930912680161,0.158916098227451,0.0127028770842331,0.371057581755511
"RHOF:NM_175092",1077.75924998966,0.062285570951545,0.151625007465552,0.0127188142777597,0.371057581755511
"SLC35D1:NM_177732",702.325811353836,0.0116461000535083,0.165367497362483,0.0127455519984603,0.371136045268373
"ZFC3H1:NM_001033261",1422.1264371278,0.323401862309091,0.135549133006025,0.0127826319423824,0.371514799937453
"GLIS2:NM_031184",1139.57570307919,-0.171694527481248,0.161059904618997,0.0128705596546681,0.373367193891904
"ZFP688:NM_026999",607.545215384936,0.0528491500917099,0.178238425995108,0.012896759216676,0.373425300170657
"RUNDC3A:NM_016759",300.165236765919,0.379207551294102,0.242233822729815,0.0129309840437613,0.373715124995071
"HTRA3:NM_030127:NM_001042615",192.35077556678,0.736043379055059,0.289570404328854,0.0130291141063936,0.375847323371912
"GRAMD3:NM_026240",211.703055009851,0.723366954227223,0.282529357585788,0.0130886681441728,0.376860849755633
"BSCL2:NM_001136064:NM_008144",407.22158411619,0.289703173251882,0.214570184627347,0.0131821707300029,0.378665376283673
"LRRCC1:NM_001163580:NM_001163579:NM_028915",506.070789424583,-0.295729586554842,0.231435442891874,0.013200412910038,0.378665376283673
"ST6GAL1:NM_145933",8463.46782477623,-0.288824732247139,0.103080443374417,0.0132529061392963,0.379465863539443
"RCN3:NM_026555",576.238101786226,0.327730710772828,0.183144682621449,0.0133325602712568,0.381039634567234
"AA987161:NM_001163246",388.681456159178,-0.249792751319039,0.316332510935322,0.013443411734389,0.381382671501518
"RLTPR:NM_001033320",7193.76254789112,0.232398475022127,0.0992097588782246,0.0133867528270394,0.381382671501518
"STARD10:NM_019990",1257.65949158961,0.0265647999973554,0.155719249394116,0.0134258154542967,0.381382671501518
"TXNDC16:NM_172597",1190.1292432311,-0.438031200388118,0.19919867078513,0.0134020106309201,0.381382671501518
"KRCC1:NM_145568",1086.14401578104,-0.223691342956999,0.144303226037096,0.0135037807129911,0.382392381180903
"UNC119B:NM_175352",2749.4184915025,0.0829934771515214,0.120347893124211,0.0135307253894573,0.382453635412994
"AHSA1:NM_146036",1950.40866325013,-0.254584832373778,0.121527745307398,0.0135738421701521,0.382970943714729
"MIER2:NM_027422",849.85358901728,0.183607236608004,0.158401689771873,0.0136026627810283,0.383083749451842
"SIDT1:NM_198034:NM_001159419",269.213803758447,1.155192938789,0.458783679143058,0.0136312368388069,0.383189213357571
"ADK:NM_134079",621.205885477938,0.439990327779609,0.220643948337229,0.0137525307904029,0.385896013978704
"TMED7:NM_025698",4296.65161951379,-0.0504847183487763,0.128118111582912,0.0139559418323112,0.390893013245116
"RANBP1:NM_011239",1773.35759531047,-0.0681600281527643,0.19081328368212,0.0139820585524991,0.390915053696955
"BZW2:NM_025840",6636.50822615702,0.109037124979397,0.190992300542277,0.0140383332880123,0.391071475873455
"CEBPZ:NM_001024806",1759.01867362512,-0.0457107231581506,0.141793777573787,0.0140369877657828,0.391071475873455
"LINGO4:NM_177250",480.016353008304,-0.227254494452108,0.24107834945935,0.0141385544571796,0.392887619720403
"PPOX:NM_008911",653.532471203222,0.44020783678172,0.201528606353205,0.0141578424441128,0.392887619720403
"SLC24A3:NM_053195",49.7895481972827,1.53494107378466,0.554401285435942,0.014179900484952,0.392887619720403
"BHLHB9:NM_001098222:NM_198161",777.141689608737,-0.246278868467553,0.160796512137243,0.0142355858880784,0.393723650556836
"NDUFA1:NM_019443",347.081338057866,-0.896096416871811,0.329280285043982,0.0143138469904971,0.394922484193039
"RGS14:NM_016758",946.341599275043,0.136303495918245,0.161897272269704,0.0143301102279597,0.394922484193039
"ASPSCR1:NM_026877:NM_198223:NM_001164224",2645.42929357399,-0.00488545627756184,0.120653136374803,0.014373412104698,0.395409748684143
"SET:NM_023871",477.468309035948,-0.403748236605936,0.201461435856881,0.0144085131671538,0.39567007777346
"TAP1:NM_013683:NM_001161730",4995.50080166829,0.0178123471721313,0.121280361331557,0.0145153896404259,0.397540177755773
"TJP2:NM_011597",614.086147092949,0.350851547120091,0.17729206406065,0.0145281319415704,0.397540177755773
"ACTA2:NM_007392",608.81208583438,0.592772624319888,0.495090214755815,0.0145811473088119,0.398284683923705
"4933403F05RIK:NM_153794",2491.08708915693,-0.311608682769759,0.164117251089038,0.0147825738264976,0.398509583720882
"ATP7A:NM_009726:NM_001109757",844.876318858836,-0.103868646991188,0.176621994189997,0.0147959561635499,0.398509583720882
"NM_177151:NM_177151",2755.50258747557,0.0738990454725425,0.12124268397267,0.0147513795505865,0.398509583720882
"NOP58:NM_018868",1186.83343506464,-0.0202334480660172,0.260218924240154,0.014763375407335,0.398509583720882
"SCAI:NM_178778",823.475827608399,0.196101982190141,0.236262829610473,0.0146669686308729,0.398509583720882
"SLC35B4:NM_021435",5460.26204843932,-0.262986408917247,0.113439273532461,0.0147030160336941,0.398509583720882
"SMARCD3:NM_025891",159.346974927076,0.863910281632529,0.316528639404798,0.0147682123915606,0.398509583720882
"TOMM7:NM_025394",605.416705956667,-0.701816982442321,0.236804456769707,0.0147632720485362,0.398509583720882
"RP23-282C23.1:NM_001127189",159.793331908104,-0.311175824815578,0.308005027145328,0.0149784929306825,0.402723138326173
"NUDT4:NM_027722",865.514507201417,0.193041763759173,0.18740914270711,0.0150812654807724,0.40478116550393
"HEATR7A:NM_175457:NM_001162489",1815.68505994695,0.347935012234032,0.133320191536007,0.0152389079901963,0.408302199674825
"DNAJB9:NM_013760",541.210924875974,-0.308821068296029,0.183179361762292,0.015272698032452,0.408498351360195
"F2R:NM_010169",1652.00193639505,-0.226356945220514,0.215915118772112,0.0153331778683282,0.409141058566952
"LIME1:NM_144894:NM_001048148",2841.12672330509,0.299122199958117,0.112136641640014,0.0153497487792565,0.409141058566952
"PIK3R2:NM_008841",2186.79563378982,0.312156222548751,0.120264923160209,0.0154157363282936,0.410191480611301
"DHX34:NM_027883",2665.46943946174,0.109253010269063,0.114388418247647,0.0154488289930427,0.410364505765281
"TMEM176A:NM_025326:NM_001098271",1464.71177044484,-0.244104840678339,0.140127522777514,0.0154782477190578,0.410439513828556
"NR_033498:NR_033498",5658.18503317235,-0.194025732463223,0.281635212272854,0.0155454867385155,0.410810782252586
"THY1:NM_009382",46363.0729149884,-0.196900645204467,0.0966161977083817,0.0155398592749571,0.410810782252586
"CLCF1:NM_019952",1044.73099160125,0.206382881817588,0.148657060479041,0.0158644987047815,0.412555378420858
"CTSC:NM_009982",2092.65901475956,-0.287399994366887,0.219683585660113,0.0158490527683645,0.412555378420858
"FGFR1OP:NM_201230",737.690373349114,-0.00374401527632939,0.166873212972253,0.0158772304125628,0.412555378420858
"MID1:NM_010797:NM_183151",546.509728185541,0.550079877124845,0.22533002950287,0.0157331472222792,0.412555378420858
"NAPSA:NM_008437",889.224340234376,-0.2089209463102,0.155569210127939,0.0159010933138377,0.412555378420858
"PICALM:NM_146194",2692.21548851711,-0.239626336400134,0.150092077327815,0.0157696212171611,0.412555378420858
"PML:NM_008884:NM_178087",5594.15203953591,0.157138291784892,0.111870286954944,0.0156919183919911,0.412555378420858
"PSD:NM_028627",244.554455878237,0.879365723581852,0.317177626628814,0.0158050541365582,0.412555378420858
"SEP15:NM_053102",4121.47003091102,-0.294381401641314,0.151596502567122,0.0159055562859075,0.412555378420858
"TCERG1:NM_001039474",2701.86161147423,-0.0384445986806288,0.121776400855027,0.0157586803606034,0.412555378420858
"TLR12:NM_205823",3914.25285062065,0.0521256403440238,0.105015587241253,0.0158475195857771,0.412555378420858
"TUBGCP5:NM_146190",653.226273772347,-0.099370461930737,0.172054715949414,0.0159465689892525,0.412925166461635
"ZFP68:NM_001044747:NM_013844:NM_001163797",1022.12297865458,-0.0547290474913371,0.176013648346549,0.016031841086435,0.414437861787188
"TNS3:NM_001083587",5130.68876354575,0.652622693254378,0.237872037387073,0.0161437142795736,0.416632010830535
"JAG2:NM_010588",289.011462376004,0.618977271461463,0.242120776663391,0.0162163332319474,0.417807463720609
"BCLAF1:NM_153787:NM_001025393:NM_001025392",2652.33268129355,-0.149204450777846,0.19996090273708,0.0162609277746961,0.418258163911475
"BTBD11:NM_028709:NM_001017525",1787.74257925344,0.295728824260959,0.127265359921137,0.0164201721891581,0.421257044789039
"RAB5A:NM_025887",1767.67841725893,-0.203534636109874,0.128095615621139,0.0164321091792264,0.421257044789039
"PUS7:NM_178403",587.186529936217,0.369693489888286,0.295104561007726,0.01657682166628,0.424262170440628
"ZFP386:NM_019565:NM_001004066",795.458144016303,-0.302638888242911,0.249153198948117,0.0166308150260205,0.424939351484395
"4632428N05RIK:NM_001159572:NM_028732",4200.016212386,0.0208174421793672,0.1530272231193,0.0167325740098539,0.426128407085933
"PDE1B:NM_008800",581.62790329444,0.484435575220055,0.197946672656607,0.016716938902241,0.426128407085933
"2410042D21RIK:NM_024254",327.291256133555,-0.381122988392154,0.227980825422905,0.016859547320457,0.426546547207562
"AC155722.2:NR_027010:NR_027009:NR_027008",123.056142782768,0.116735834264279,0.344683935108197,0.0168057621512052,0.426546547207562
"EFHA1:NM_028643",1814.29636935012,-0.390097697603456,0.135187424741447,0.0168592102731984,0.426546547207562
"THUMPD1:NM_145585",1450.95562216215,-0.287814744976473,0.131165987103125,0.0168394179194708,0.426546547207562
"CIC:NM_027882:NM_001110132:NM_001110131",10741.1898048387,0.242976694684974,0.0930053086378188,0.0170076708032209,0.427559917780212
"SYNE1:NM_001079686:NM_022027",2317.43462797524,0.282540709577133,0.127866797841321,0.0170104185522614,0.427559917780212
"TIA1:NM_001164079:NM_001164078:NM_011585",2422.62026800005,0.18959298389448,0.123513696702298,0.0170101410927651,0.427559917780212
"ZFP276:NM_020497",1344.04501446723,0.33284443148286,0.136793512947135,0.0169823253263824,0.427559917780212
"ETV6:NM_007961",11739.4016501505,-0.137780689886969,0.0931343635410493,0.0170857245943537,0.428754451487254
"2310003F16RIK:NM_026318",622.553382574752,-0.650533032434073,0.238252031432847,0.0172996291262882,0.430709384147893
"ANKRD28:NM_001024604",2106.12650696214,-0.184431496817722,0.149955513480607,0.0172064907762511,0.430709384147893
"DEXI:NM_021428",947.58229445374,0.168344748592182,0.157453670059715,0.0172907746922418,0.430709384147893
"SMEK1:NM_211355:NM_001160214",4202.0909287012,0.0185093784794948,0.118772183246329,0.0172733345274498,0.430709384147893
"SUOX:NM_173733",600.855742365134,-0.511853533787035,0.184246549626111,0.0173031697124145,0.430709384147893
"DNAJC21:NM_030046",454.183812792847,-0.337079745815501,0.197788234594854,0.0174550296804258,0.43378981168762
"CCT6A:NM_009838",2401.17268774095,-0.0161321355706479,0.124187104160607,0.0175191415118054,0.434683136578285
"HNRNPUL2:NM_001081196",6872.79847023115,-0.238925875342022,0.100070608999511,0.0176306293480863,0.436747195391679
"ANKS3:NM_028301",1261.9230320841,0.287368492080572,0.139118166959909,0.0178564838738944,0.437033384284874
"ARID4B:NM_194262:NM_198122",2725.64561610722,-0.25158200439395,0.154483395592604,0.0178744411869323,0.437033384284874
"CDV3:NM_175565:NM_175833:NM_001134427:NM_001134426",3294.04190884569,0.193006877905072,0.23766784002812,0.0178839647998605,0.437033384284874
"G2E3:NM_001015099:NM_001167964:NM_001167963",756.13940270248,-0.346101268758717,0.313090285741997,0.0177726557166774,0.437033384284874
"LIPE:NM_001039507:NM_010719",730.049957175131,-0.00242825494288365,0.173557378672121,0.0177277934003202,0.437033384284874
"NAMPT:NM_021524",439.975016005238,-0.0755412208846947,0.198465889041415,0.0177830005609146,0.437033384284874
"PRPF4B:NM_013830",2453.86255312845,0.0200709081189637,0.122177870677347,0.0179093543937995,0.437033384284874
"RNF149:NM_001033135",1097.91911755067,-0.202426620862884,0.157670492824941,0.0179819995477804,0.437033384284874
"RPL23:NM_022891",1347.26939472374,-0.440172347605232,0.182837277222546,0.0179682946590719,0.437033384284874
"SRRT:NM_031405:NM_001109909:NM_001109910",5095.87957267915,0.263196126597414,0.108135304551899,0.0178580848351586,0.437033384284874
"UBP1:NM_013699:NM_001083319",3437.78342468287,0.329620122772237,0.117572942138894,0.0179739026323116,0.437033384284874
"WDR89:NM_028203",6196.49578672413,-0.398321499909412,0.141068944969522,0.0179168133121566,0.437033384284874
"ARIH1:NM_019927",6146.48893519152,-0.134543920537075,0.135315888986304,0.0180675878659087,0.437734435020393
"TAF9:NM_027139:NM_027592:NM_001015889",755.113615772256,-0.207803385812332,0.167304390185126,0.0180959353037653,0.437734435020393
"ZBTB11:NM_173026",1059.56240969963,0.232347487439673,0.170446794775087,0.0180813918625684,0.437734435020393
"DLD:NM_007861",765.254347427432,-0.254850023020123,0.198277637822363,0.0182027395236681,0.439628918730468
"ESYT2:NM_028731",7759.16855451874,-0.225436539685823,0.123739196370604,0.0184857988604055,0.442275644144067
"FBXL5:NM_001159963:NM_178729",1133.22356147567,-0.0835278911483971,0.142780630776724,0.0183909377378667,0.442275644144067
"MAT2A:NM_145569",2821.71304799474,0.326505850217678,0.200291476445084,0.0184821229514174,0.442275644144067
"MBTPS2:NM_172307:NM_001098723",963.78187247438,-0.118381209990039,0.157268277355517,0.0184437458393998,0.442275644144067
"PDE7A:NM_008802:NM_001122759",2823.22879966729,0.198635797232108,0.161027172301344,0.0183976247320097,0.442275644144067
"SH2D3C:NM_013781",4417.97235917351,0.096475741292039,0.124046855178433,0.018512931129208,0.442275644144067
"VOPP1:NM_146168",584.637693207797,-0.253131589822145,0.184888181818666,0.01846510962901,0.442275644144067
"LIMK2:NM_173053:NM_001034030:NM_010718",2524.21183665303,0.0801724755097709,0.131212670689459,0.0185993077219191,0.443652420513722
"PDE7B:NM_013875",148.114954941943,1.04637704539207,0.389731538333672,0.0186759723595886,0.444793644175202
"RAB21:NM_024454",2252.18553707312,-0.135797110629206,0.119527425046004,0.0187529677588374,0.44593921636693
"AL844536.3:NR_015473:NR_027832",1895.77474802714,-0.0924820752241328,0.13839090342234,0.0188317202500911,0.446455266464365
"FAM189B:NM_001014995",3586.72591417825,0.136684894473701,0.131936270275247,0.0188325263052097,0.446455266464365
"BAT2D:NM_001081290",16834.157553889,0.0430062996200778,0.0897399710748413,0.0189333588436961,0.446880788810543
"H3F3B:NM_008211",8357.82660033977,-0.233151752649425,0.0955172942373757,0.0189373443842477,0.446880788810543
"PAICS:NM_025939",2187.13835384395,-0.228257010809624,0.126136399808113,0.0189003954938408,0.446880788810543
"ARRDC1:NM_001162485:NM_178408:NR_027876",2218.78578630953,0.111791508201157,0.12059587540473,0.0190425535548572,0.447993489347731
"SLC27A3:NM_011988",190.903452052235,0.814889196579019,0.315898457961793,0.019026248412296,0.447993489347731
"KIF5B:NM_008448",2917.28509404273,-0.0628001736676224,0.110288619599595,0.019087913776858,0.44837712833828
"MATR3:NM_010771",4065.85394465879,-0.273174005954336,0.170365341898974,0.0191457671069944,0.44905261969946
"PLXDC1:NM_028199:NM_001163608",566.638743249983,0.249773543843892,0.196264184106642,0.0191857846479456,0.449308367938914
"BET1:NM_009748",270.758084359456,-0.567288775905806,0.335211728388494,0.019313951930941,0.451330539140368
"RG9MTD1:NM_029092",886.187588820096,-0.0310259219932314,0.195737183643612,0.0193306218085779,0.451330539140368
"FASN:NM_007988",11211.0560624842,0.389051162543791,0.19581149882227,0.019474775307704,0.451750826704133
"HCCS:NM_008222",683.194827553633,-0.126607943475423,0.16827728929861,0.0194172990732091,0.451750826704133
"IMPAD1:NM_177730",2492.05855068535,-0.0832773794129134,0.174477541949199,0.0194104915473691,0.451750826704133
"PLEKHA7:NM_172743",1500.88028306829,0.98794449756853,0.383676840262901,0.0194949815709812,0.451750826704133
"VPS13C:NM_177184",1348.42410025759,0.332228976371461,0.133865974123157,0.0194519920742478,0.451750826704133
"KBTBD11:NM_029116",19137.3759645538,0.401948648467836,0.154000281627053,0.019679301534365,0.454788435332478
"PHF6:NM_027642",1343.38677349548,-0.0695951064967551,0.208917449550783,0.0197130855659816,0.454788435332478
"SSR3:NM_026155",3215.74926360768,-0.270544207188659,0.131844415395641,0.0197144730925567,0.454788435332478
"NT5DC1:NM_176968",806.921667865024,-0.296828910592193,0.181977670127811,0.0198779018470138,0.456511397626434
"PELI1:NM_023324",7262.91676616305,-0.141776042261911,0.10382379290858,0.0198674899533961,0.456511397626434
"POLG:NM_017462",2091.55683088847,0.224720988882266,0.125472966660796,0.0198393963643174,0.456511397626434
"BLK:NM_007549",4426.53895510546,-0.279418186859759,0.142793749842139,0.0200218624002081,0.459134327522156
"ATP5F1:NM_009725",1391.34897805804,-0.224292877413145,0.136989571570362,0.0200834683192378,0.459863748621359
"IL2RB:NM_008368",1040.61140429583,-0.149228950233221,0.160956887810468,0.0201280927070879,0.460202747775537
"ARL5A:NM_182994",1027.81930872283,-0.171871646017114,0.218631897662308,0.0203120456532758,0.460993528519609
"FMNL1:NM_001077698:NM_019679",21688.2911584337,0.065757240861396,0.0887612437156535,0.0203116944784116,0.460993528519609
"GLI3:NM_008130",18.2554174947316,2.53561657245633,0.962999644412489,0.0202471027575671,0.460993528519609
"NECAB1:NM_178617",131.950903760824,0.588342280663285,0.440755666209904,0.0202502533517817,0.460993528519609
"WASL:NM_028459:NM_001167745",1064.61072514901,-0.0505777837065242,0.181584335900371,0.0203419032541861,0.460993528519609
"WDR36:NM_144863:NM_001110016:NM_001110015",1049.56574178034,0.118610709921894,0.145725006276764,0.0202792336000423,0.460993528519609
"YIPF4:NM_026417",1143.99503254532,-0.325532314357724,0.142628884833657,0.0203824361653106,0.461234805482753
"NDUFA2:NM_010885",925.47151774801,-0.509987375494208,0.180467226419108,0.0204179325587257,0.461361571272056
"LASP1:NM_010688",11370.2798745393,-0.154289837861695,0.092282111078639,0.0205456035905809,0.463400468737551
"PRKRIR:NM_028410",2365.37850525207,0.0533898908016568,0.139793429345059,0.0205682188223432,0.463400468737551
"CSNK2A1:NM_007788",1726.96334760923,-0.0332192267928572,0.144395895826721,0.0206584717346884,0.464350430670443
"GZMA:NM_010370",22813.8099438434,-0.371761404062128,0.13369332783849,0.0206705595717355,0.464350430670443
"LANCL1:NM_021295",1421.0977016254,0.0759596224393624,0.149690702533496,0.0207824233257903,0.466184795329829
"ABCA3:NM_013855:NM_001039581",1316.28326131447,0.156380653362999,0.153062640218587,0.0209019198775803,0.468184803295641
"EEF1E1:NM_025380",234.220436496588,-0.0774657287996251,0.289533441015442,0.0209471239196172,0.468517338335438
"IL3RA:NM_008369",215.633864737792,0.296109574696052,0.276589717381535,0.0210161049352926,0.469379952918048
"BSN:NM_007567",499.386326238398,0.521312761491282,0.206321134882666,0.021247817526921,0.47386931776441
