"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"FGD6:NM_053072",524.701332870537,-0.0810246509737242,0.206845536818532,0.000847189353138682,0.0747124187827958
"S100A4:NM_011311",2575.98923948785,-0.445607147024262,0.131987710926893,0.000852544062302193,0.0747574574631235
"CTAGE5:NM_146034:NM_001165254:NM_001165253",1529.89902515962,-0.120179856614963,0.129891183112162,0.000864045752915741,0.0749068835311383
"D16ERTD472E:NM_025967",2599.40083511317,-0.063072514049095,0.124503686762307,0.000868809184997975,0.0749068835311383
"TCIRG1:NM_016921:NM_001167784:NM_001136091",2078.03470464997,0.455207364626012,0.146349709364371,0.000868436203699006,0.0749068835311383
"UBE2B:NM_009458",3499.95326139361,-0.260884698501439,0.126646066576601,0.000887858875514429,0.0761240334767455
"LRP10:NM_022993",18638.3816554925,0.0949738539451873,0.0932625337316615,0.000941419843671516,0.080270345013163
"SAP25:NR_033148:NM_001081962",1157.59544815555,0.461855441425854,0.145346412174046,0.00095900959775549,0.0808764760773796
"UQCR:NM_025650",895.17870951747,-0.575224603597174,0.165746088065039,0.0009560708051195,0.0808764760773796
"MFGE8:NM_008594:NM_001045489",4482.89606609274,-0.102412236956635,0.108044266982641,0.00096804631829808,0.0810517867881625
"PPAT:NM_172146",1305.42638875058,-0.0293110936093711,0.175252040348232,0.000971592079039076,0.0810517867881625
"CD24A:NM_009846",4507.98225116522,-0.448486731412157,0.189961783123195,0.000993771367273082,0.0820153663696549
"UBE2G1:NM_025985",2324.89097938334,-0.208294135241241,0.132040280576757,0.000988653952277632,0.0820153663696549
"STK17B:NM_133810",5128.58128120593,-0.0677894347853119,0.10758173847677,0.0010192924298838,0.0836741493106208
"GNG12:NM_025278:NM_001177556:NM_001177557:NM_001177559:NM_001177560:NM_001177558",2277.09893445355,-0.1574635322343,0.125480928450183,0.00102856717000058,0.0839887679080366
"SLC16A1:NM_009196",1035.69836248291,0.0471105335949606,0.195578953543736,0.00103538368736294,0.0841004023530119
"PRKD2:NM_178900",11688.9329543692,0.22131720953433,0.122054441643514,0.00104855049516546,0.0847239779680027
"RHBDL1:NM_144816",552.355671338522,0.734588215495265,0.233185492958968,0.00106121799116484,0.0848589495214868
"RPS20:NM_026147",3890.57847033599,-0.433142125602587,0.116744013374853,0.0010596641260879,0.0848589495214868
"E2F2:NM_177733",428.042858861848,0.201005174870495,0.205807454422332,0.00107208887462386,0.0852863278457221
"ACP5:NM_007388:NM_001102404:NM_001102405",1788.83167329942,0.334249379145279,0.147585590945702,0.0010912132247636,0.0859219066213093
"NR_026976:NR_026976:NR_015505",739.094138969217,0.501883665073159,0.165889326491257,0.00108682704286039,0.0859219066213093
"MYB:NM_010848",32264.5781460619,0.0721227832220158,0.140969800195641,0.00112424937324176,0.0880738100367514
"TOP1:NM_009408",3888.8310916403,-0.266699046370062,0.110903527875967,0.00116586927612482,0.090873033022396
"ATP8A1:NM_009727:NM_001038999",2733.24658187587,0.402871641885257,0.13320842382401,0.00120544429326884,0.09301810889009
"DHX40:NM_026191",2498.86785264967,-0.283746662577432,0.12996353360531,0.0012031184285327,0.09301810889009
"ZFP655:NM_001083958:NM_028298",1299.67610893844,-0.245949614458677,0.143151176414571,0.0012268058817419,0.0941954983727502
"COL11A2:NM_009926",1027.76004397529,0.6751813872949,0.193778900517008,0.00125398717102103,0.0945624772637545
"KPNA4:NM_008467",3845.55438006117,-0.191941602946316,0.122153721497244,0.00125444592137353,0.0945624772637545
"NDUFA12:NM_025551",497.516023119866,-0.49925018103637,0.210573635467398,0.00125609459204754,0.0945624772637545
"NRGN:NM_022029",1972.20825163518,-0.432851716566257,0.130738273347619,0.00123887657171496,0.0945624772637545
"2610008E11RIK:NM_001004362",744.212195041891,-0.325026518680101,0.183628725776696,0.00128307976561765,0.0961250971979478
"DDX5:NM_007840",11755.699582445,-0.16630258542032,0.115214574127765,0.00131722430619784,0.0982063899398609
"TNFSF10:NM_009425",1575.31239516411,0.0591888054859547,0.174429020666655,0.00133286368959978,0.0988946409691992
"NR_002847:NR_002847",3952.72938648371,0.076058423569502,0.133278866301976,0.00135014807946944,0.0996977766050326
"HNRNPU:NM_016805",14503.4694061242,-0.0704176338797371,0.0924028832144074,0.00137423983504841,0.100540112950454
"LAMA5:NM_001081171",612.623406297485,0.60831144553314,0.200854944387725,0.00138109919947491,0.100540112950454
"LAMP2:NM_001017959:NM_010685",3271.79513400702,-0.29910132502138,0.143854681824395,0.00137978312949842,0.100540112950454
"ATRX:NM_009530",4078.82056977406,-0.146150180738381,0.17556222405683,0.00139341132358316,0.10096017350638
"A830080D01RIK:NM_001033472",337.052298033286,-0.353610417668817,0.221248681074337,0.00145411225067454,0.103894973910464
"G3BP2:NM_001080797:NM_001080794:NM_001080796:NM_011816:NM_001080795",6251.47311448096,-0.209059899743779,0.111853139072674,0.001448386657828,0.103894973910464
"RAB43:NM_133717:NM_001039394",3348.5599732719,0.227143332874041,0.108279022121518,0.00144638513102564,0.103894973910464
"MIB2:NM_145124",2653.10465770548,0.334569608259521,0.121277749970273,0.00149875902039885,0.10610251358631
"MOBKL1A:NM_026735",403.307865247811,-0.319292651224075,0.239475362194564,0.00149790346892502,0.10610251358631
"PAIP2:NM_026420",6862.13537170995,-0.424673498100228,0.135583355228057,0.00150739095518803,0.106226322426561
"PLCL2:NM_013880",1103.90993751635,-0.531146455767356,0.146703113775307,0.00151912354251871,0.106566516507688
"NR_001461:NR_001461",174.552278522493,0.644587366754289,0.31306457766383,0.00152933654143267,0.106743774618962
"RPL22L1:NR_004442",59.3127141236905,-1.47527744888747,0.514422900774616,0.00153548357191794,0.106743774618962
"SPCS2:NM_025668",2580.44841058903,-0.308519894679344,0.119497891437091,0.00157898286037842,0.108901552404509
"UBE2D3:NM_025356",3826.01206734171,-0.147135173131354,0.112163772762493,0.00158063550434847,0.108901552404509
"UQCRQ:NM_025352",1904.77250380922,-0.421409688615929,0.142384828639682,0.00159131552414383,0.109150099929385
"ESCO1:NM_001081222",941.187316099664,-0.207260940403835,0.189249486864365,0.00165929674793702,0.112315468030316
"LSP1:NM_001136071:NM_019391",4510.98033011862,0.0393639716510777,0.110890441360664,0.00165907399521932,0.112315468030316
"SLA2:NM_029983",4652.17132868509,0.0789235048792769,0.108044537350831,0.00165457233100874,0.112315468030316
"ARHGEF1:NM_001130151:NM_001130150:NM_008488:NM_001130153:NM_001130152",24413.0326691074,0.242279726856574,0.0885428850719305,0.00170261600713993,0.114744422874195
"NCLN:NM_134009",4639.71997937224,0.420492874989285,0.153910165819602,0.00172472293153263,0.115227917759061
"SIK3:NM_027498",4274.33751858247,-0.296407171016215,0.108513664149891,0.00171984070500638,0.115227917759061
"LPP:NM_178665:NM_001145952:NM_001145954",880.232285993178,-0.168528948958568,0.164790457393715,0.00173479834060008,0.115401477545177
"ABCA7:NM_013850",4971.36137233224,0.465509050274488,0.141442501928811,0.00176444109622517,0.116869611322073
