"","PC1","PC2"
"OLFML2B:NM_177068",0.0510704435061678,0.00283021082068147
"COL5A3:NM_016919",0.0480956077283794,0.0301554724269805
"SOD3:NM_011435",0.0500404659632328,0.00775530728917897
"SRXN1:NM_029688",0.0492245585746041,0.0203128668062454
"PLK2:NM_152804",0.0433373584430511,-0.0468177542796754
"IL12RB2:NM_008354",0.026975620867542,-0.0773533970563645
"WISP1:NM_018865",0.0488822431545088,0.0139366663230763
"D030028A08RIK:NR_003293",0.0246620121674594,-0.0787402361847862
"LGALS3:NM_010705:NM_001145953",0.0473569564873314,0.0227796035567304
"SYNCRIP:NM_019796:NM_019666",-0.00277339671881132,-0.0909387672069618
"D1ERTD622E:NM_133825",0.0297086198001409,-0.0720430456223787
"NM_130877:NM_130877:NM_001040611",0.0477265186293693,-0.0222768428714211
"PCOLCE:NM_008788",0.0491891648504674,0.00380088088764969
"HIC1:NM_001098203:NM_010430",0.0362846945487188,-0.0579807582636109
"LTBP2:NM_013589",0.0432354483219808,0.0390720835784575
"CHST2:NM_018763",0.0464116447257667,-0.0237400845786851
"PDGFRA:NM_011058:NM_001083316",0.045175192707075,0.0304233207816975
"SLC16A10:NM_001114332:NM_028247",0.0365989889628876,-0.0569333535106392
"ITGB5:NM_001145884:NM_010580",0.0480418315835311,0.00716495070528199
"UNC5B:NM_029770",0.0452600290276507,0.0275737795928036
"IGFBP7:NM_008048:NM_001159518",0.0462099944376036,0.020127403666701
"SIDT1:NM_198034:NM_001159419",0.0404947425123803,-0.0256208195647228
"COL8A1:NM_007739",0.0470133063246103,-0.0114948612538551
"GNL3:NM_153547",0.0256839543011672,-0.0728573296925422
"FKBP10:NM_010221:NM_001163481",0.0467899372282486,0.0141231606970841
"PLCE1:NM_019588",0.0425304094720472,0.0287266076770205
"LOXL1:NM_010729",0.0431465723610071,0.0331099997046821
"NID2:NM_008695",0.0413982756626714,0.0389965540636578
"TIMP1:NM_011593:NM_001044384",0.0454976089403649,0.0202144206251038
"FARP1:NM_134082",0.0435514050399583,0.0296987999789617
"PRKCDBP:NM_028444",0.0387364901837441,0.0470777015713142
"MYO1F:NM_053214",0.0229976948103793,0.0693485165042506
"SVEP1:NM_022814",0.0453516316856463,0.016619527869542
"ABCB1B:NM_011075",0.0130663122059931,-0.0793682228076017
"PXDN:NM_181395",0.0457302596922886,0.00288127405901235
"SHMT1:NM_009171",0.0276921417635169,-0.0624049730089313
"SKIL:NM_011386:NM_001039090",-0.0419952987095697,-0.027277446686032
"CD109:NM_153098",0.0441389091978695,0.0131115447428903
"MXRA8:NM_024263",0.0450291940381144,0.00538890724645
"DENND4A:NM_001162917",-0.0285730790834812,-0.0594708376430978
"COLEC12:NM_130449",0.0444335024023408,0.00889651900335378
"NR_033498:NR_033498",-0.021145472621846,-0.0687805620465506
"PLXNA1:NM_008881",0.0439422590741504,0.0142381603545751
"ZFP758:NM_145484",-0.0213539641359208,-0.0703923320405799
"FAM115A:NM_029930",0.0421683786234253,0.0247940635237549
"SASH1:NM_175155",0.0438076035248385,0.00394577726850315
"ARL4C:NM_177305",0.0381863147297828,-0.0385121877825197
"ALDH3A1:NM_007436:NM_001112725",0.0357391555395204,-0.0393318427645486
"LMO4:NM_001161770:NM_001161769:NM_010723",0.0368666610542669,-0.0415738243125119
"AL591851.2:NR_024599",0.0355784173389711,-0.0455312972371803
"NFATC4:NM_023699:NM_001168346",0.0425888845279899,-0.0130686572819757
"TAGLN:NM_011526",0.013831910893176,0.07454710176486
"ACTG2:NM_009610",0.031097996059421,0.0530794741611121
"HAUS3:NM_146159",-0.0309643087652503,-0.0517951772124232
"SH3BGRL:NM_019989",-0.021843322031024,-0.0668502584739466
"GPRC5B:NM_022420",0.0386719183806983,0.0312726961339364
"CTGF:NM_010217",0.000369047737899386,0.0233683237581692
"PRSS23:NM_029614",0.0377351357864813,0.035162627583313
"ISLR:NM_012043",0.0357050686149478,0.0404119729032834
"NAV2:NM_001111016:NM_175272",0.0330478832013742,0.0222178837456066
"LAMB2:NM_008483",0.0397800020868971,0.0254688696931791
"BC016423:NM_134063",0.00778449935241337,-0.0729888794673763
"CEBPA:NM_007678",0.0396291992156953,0.0247729847963931
"DKK3:NM_015814",0.0410103281061813,0.0148003825769449
"IFRD2:NM_025903",0.0327936606597888,-0.0458485076182029
"ELFN1:NM_175522",0.0407120758518797,0.00149898328963885
"TSR1:NM_177325",0.0198717906266264,-0.0652224620514699
"TUBB6:NM_026473",0.0414347658114069,0.00421917916621214
"1110002B05RIK:NM_134054",-0.00736495988453097,-0.0696751705431368
"AKAP6:NM_198111",0.0225749551431078,0.00664753522890153
"TRIM59:NM_025863",-0.0141078856739036,-0.0711800687653514
"CYR61:NM_010516",0.0373921689863219,0.0328859122065355
"SYTL2:NM_031394:NM_001040085:NM_001040086:NM_001040087:NM_001040088",-0.0337009526495579,-0.0245736327828531
"FBL:NM_007991",0.00801415084895503,-0.0739849471608201
"STEAP2:NM_001103157:NM_001103156:NM_028734",0.0413215328910691,-0.0015917848272012
"KIRREL:NM_001170985:NM_130867",0.0409670103131156,0.00891342871011522
"GAR1:NM_026578",-0.00343398752607131,-0.0715032865420655
"MTHFD1:NM_138745",0.0201473565512409,-0.0656387857029273
"IRX3:NM_008393",0.0392527933513064,0.0118881899984124
"OGN:NM_008760",0.0411240515670434,-0.00112572007640878
"NOP2:NM_138747",0.0322376165324559,-0.0462192497167388
"P2RY10:NM_172435",-0.0313430805885507,-0.0417707089479748
"ZFHX4:NM_030708",0.0397212737319745,0.0146217423686234
"TRP53INP1:NM_021897",-0.0200873931126029,-0.064561302308269
"TSPAN9:NM_175414",0.0341036787924212,-0.0400191853787792
"ZFP654:NM_028059",-0.0249451371476714,-0.0572020513838771
"ALDH1B1:NM_028270",0.0345506946613296,-0.0371724458197171
"CX3CL1:NM_009142",0.0394896967479297,0.0143001277700789
"PHIP:NM_001081216",-0.0319724669173877,-0.0414616586088157
"OLFML3:NM_133859",0.0394415629492929,0.0144490845215115
"TMX3:NM_198295",-0.0129183953746164,-0.0696046162800922
"G2E3:NM_001015099:NM_001167964:NM_001167963",-0.0217292970720824,-0.0614035135517452
"RASGRP2:NM_011242",0.0383654904954694,0.00484414504636032
"SCARA3:NM_172604",0.0390676621840194,0.0133659783358186
"IPO4:NM_024267",0.0236425988281693,-0.0569078697689867
"LARP4:NM_001080948:NM_001024526",-0.0139913255135843,-0.0670668611623541
"SCARF2:NM_153790",0.0388607465222655,0.0161158325753894
"ANXA8:NM_013473",0.0390648194381022,-0.01274976892426
"ADAM23:NM_011780:NM_001177600",0.0350852979622701,0.0338831806783034
"CDH11:NM_009866",0.035410159596133,-0.03237638927442
"SRGN:NM_011157",0.000418551768742276,-0.0716932284929986
"LOXL3:NM_013586",0.0395028604408337,-0.00469174345811058
"FLT1:NM_010228",0.0326140846851989,-0.0409200729523149
"RAMP3:NM_019511",-0.036283388559601,0.0196812398883735
"TRMT61A:NM_177374:NM_001099793:NM_001099792",0.0277891117291027,-0.0511767811029814
"CAV1:NM_007616",0.0381108745616467,0.0117684579820702
"MYO1E:NM_181072",-0.0214745515551252,-0.0459785142139964
"PHLDB2:NM_153412",0.0377735127688823,0.017867651834678
"DDX21:NM_019553",0.0181702239082826,-0.0639739754330437
"TOX:NM_145711",-0.0284057632011641,-0.0362960358120629
"RPL39:NM_026055",-0.0164676276137466,-0.0417226153842492
"SEPT8:NM_033144",0.038605455392001,-0.000324444362778149
"SUB1:NM_011294",-0.0285006924388381,-0.0465271284761174
"XYLT1:NM_175645",0.0288866291984464,0.0114746801390263
"PLIN4:NM_020568",0.0380565264455178,0.0115927186284391
"TMEM119:NM_146162",0.0385304143962458,0.0062005763268954
"TRIB2:NM_144551",0.035446960897721,-0.0275536108683747
"UTRN:NM_011682",0.0206886433533702,0.035630095109048
"SULF1:NM_172294",0.0374900111414173,0.0152639066941058
"IFIT1:NM_008331",0.0291496226176346,-0.0326776946190798
"CTNND1:NM_001085453:NM_007615:NM_001085448:NM_001085450:NM_001085449",0.03810202553709,0.00226443394051034
"EIF1A:NM_010120",0.0120813521255608,-0.0660474932025534
"ATP5K:NM_007507",-0.0270872920608056,-0.0298560305247718
"CTTN:NM_007803",0.0374734762994872,0.01189562858019
"SDC1:NM_011519",0.0369905333196863,0.011439459378508
"TRIM47:NM_172570",0.0345002458224064,0.0252606507284366
"SLC25A36:NM_138756",-0.0125801950713923,-0.0643301356609356
"KCNQ5:NM_023872:NM_001160139",0.0203462407318295,0.039293444353499
"PFDN2:NM_011070",-0.0236778501042182,-0.0466688448008578
"PRKCE:NM_011104",0.0192793696534903,0.0434995627245058
"CAD:NM_023525",0.0268327669341651,-0.0427952321210723
"SRGAP3:NM_080448",-0.0128369702577475,-0.0519744634502704
"CHN2:NM_001163640:NM_023543",0.032288170745011,-0.0240013472576501
"SH3TC1:NM_194344",0.0117628091113627,0.0634502663917947
"MTAP1A:NM_032393:NM_001173506",0.0371238227953505,-0.00943017154854144
"ATAD3A:NM_179203",0.0267550956267896,-0.0473353525359432
"FAM129B:NM_146119",0.0323766375067374,0.0278992217135476
"ATP11C:NM_001037863:NM_001001798",-0.00445829921688278,-0.0638982911016787
"CDK18:NM_008795",0.036946778627847,0.00962664556609015
"PPAN:NM_145610",0.032749835515926,-0.0320469708099201
"PARVA:NM_020606",0.0334381123057812,0.0290769087994263
"ID2:NM_010496",0.0259895778800621,-0.0304383154219402
"EPB4.1L3:NM_013813",0.0352113786195201,0.0221959004990231
"ITM2A:NM_008409",-0.0230857916375364,-0.0361170832625636
"DAGLA:NM_198114",0.0353230965723152,0.0117829283142149
"IL1R1:NM_008362:NM_001123382",0.0346135765983668,-0.0244697317618042
"RBM9:NM_001110828:NM_001110829:NM_001110830:NM_053104:NM_001110827:NM_175387",0.0363594428111919,0.00695540181201214
"BMP2K:NM_080708",0.0200983431208253,-0.0568921008007814
"NTN1:NM_008744",0.036393233721202,0.0013686441885588
"SOCS3:NM_007707",0.0355522942678816,-0.00978052602693467
"ADAMTS10:NM_172619",0.0222452119579991,0.0489478899181684
"LHFPL2:NM_172589",0.0358407018291809,0.00336343396138223
"TPM2:NM_009416",0.0335954099042062,0.0267525736153451
"FOXC2:NM_013519",0.0356247542198959,0.0094593439267541
"MAML2:NM_001013813:NM_173776",-0.0270450729251797,-0.0254147358253465
"APEX1:NM_009687",0.010792464214476,-0.0617593123703521
"MDN1:NM_001081392",0.0199101817419314,-0.0486588068535707
"MGST1:NM_019946",0.0363659551577233,-0.00567608635380976
"NOP58:NM_018868",0.0117385799875776,-0.0625828074998614
"EVC:NM_021292",0.032679520348177,0.0293840155036165
"EFEMP1:NM_146015",0.0358070254455216,-0.0057466786624135
"PLCD1:NM_019676",0.0347213032383206,0.0159129245595288
"PUS7:NM_178403",0.0210558816754176,-0.0527387491879298
"GPR176:NM_201367",0.0339755807617277,0.0137933395723888
"VBP1:NM_011692",-0.0262392269059313,-0.0456310659194526
"AA987161:NM_001163246",-0.0152749296604231,-0.0589629363006678
"TNS3:NM_001083587",0.0327754928403993,-0.00524128350461299
"PRRX2:NM_009116",0.0336013608164309,0.0232860037455897
"NM_001113379:NM_001113379",0.0267794348647712,0.0397697838113786
"PALLD:NM_001081390",0.0314021961256143,-0.009785044444204
"RYK:NM_013649:NM_001042607",0.0344488528838517,0.0176332566134708
"CD53:NM_007651",-0.0287264708825023,-0.0390259357800651
"SLC2A3:NM_011401",0.0340284970408052,-0.0130879905683079
"CDV3:NM_175565:NM_175833:NM_001134427:NM_001134426",0.0186331655083509,-0.0558095183654537
"SLC7A1:NM_007513",0.0167666746116947,-0.0572382810361765
"POLR1A:NM_009088",0.0161545604116639,-0.0558193208710551
"NOL8:NM_001081350",0.00539521069150189,-0.0645228137890378
"HEY1:NM_010423",0.0291780368721419,-0.0364553909290202
"SULF2:NM_028072",0.0295911203017747,-0.035435265743316
"ISY1:NM_133934",-0.0240948671107299,-0.0420770981930415
"LZTFL1:NM_033322",-0.0285153977051818,-0.0383416863626538
"ABCE1:NM_015751",0.00450647111783568,-0.0631059846886468
"AMOTL1:NM_001081395",0.0336191858047707,0.018134158858608
"JAG1:NM_013822",0.034507449803367,-0.00729989925989162
"TENC1:NM_153533",0.034941123372904,-0.00161333601119133
"NDUFA1:NM_019443",-0.0291021218703101,-0.0269875563704905
"CD24A:NM_009846",-0.0215367767962616,-0.0498665157867464
"2410129H14RIK:NM_175245",-0.00808948436803154,-0.0626328331758919
"BAIAP3:NM_001163270",0.0225104872129272,0.0447121725138742
"FAM101B:NM_029658",0.0341440648490361,-0.00992010050705166
"PGLYRP2:NM_021319",0.0343932044668231,0.0103597538417833
"AGRN:NM_021604",0.0317526989969091,0.00154242853076207
"COL18A1:NM_001109991:NM_009929",0.0346765651917661,0.00167301833242341
"2610024B07RIK:NM_009346:NM_001166584:NM_001166585",0.033755409093814,0.0149841381550661
"MMP28:NM_080453:NM_172797",0.0341877366433802,0.00111764298195796
"APP:NM_007471",0.0332743420589199,0.0171153894581431
"LEPREL2:NM_013534",0.0340391921702821,0.00538079458205525
"NDUFA5:NM_026614",-0.0278320317810162,-0.0278238476729641
"HP:NM_017370",0.0311710504845538,0.0269353410878427
"RNF138:NM_019706:NM_207623",-0.0110352267082413,-0.0598935531449824
"GNAO1:NM_001113384:NM_010308",0.0340402301322848,-0.00641541684837921
"CTPS:NM_016748",0.0239628358544555,-0.0453767147431114
"RHBDL1:NM_144816",0.0236361369274639,0.037263873291502
"ZXDB:NM_001081473",-0.0185979052021039,-0.0529059594594445
"FAM65B:NM_178658:NM_001080381:NM_029679",0.0287082576323363,-0.0346172395285823
"NDRG1:NM_008681",-0.0331353040742605,0.00751852968522791
"1110036O03RIK:NM_176830",0.0320740098880384,0.0221008917348563
"WDR77:NM_027432",0.0185530853851366,-0.0527206915898078
"BCAR1:NM_009954",0.0332246792620831,0.00971898375717644
"SKP1A:NM_011543",-0.0298882078948009,-0.0294060504583457
"SFRS3:NM_013663",-0.00720931854095539,-0.060580013000218
"NM_001081117:NM_001081117",0.0334560678954425,-0.000144335974372846
"ALPL:NM_007431",0.0333694563078995,0.013036532266201
"SNAI2:NM_011415",0.0341297442973345,0.00367788303614242
"FCHO2:NM_172591",-0.019248106251858,-0.0514610560179649
"MBNL1:NM_020007",-0.0148434967165361,-0.0561801089030444
"DYSF:NM_001077694:NM_021469",0.0321113861248457,0.0199012894856092
"SOX9:NM_011448",0.0245680213715398,0.0322413497506194
"NECAB1:NM_178617",0.0196414818050045,-0.0480756094160123
"NAT10:NM_153126",0.0235509347175418,-0.0438039314872465
"RPL37:NM_026069",-0.0226940696744672,-0.024249703529757
"HMGB2:NM_008252",-0.0256594801024378,-0.0404459825391318
"LMCD1:NM_144799",0.0299763173083868,-0.000165567716320464
"ITSN1:NM_001110276:NM_001110275:NM_010587",-0.0211188981030936,-0.0152054079222898
"WWTR1:NM_133784:NM_001168281",0.0337669945830307,0.00152727284593202
"ARAP2:NM_178407",-0.0279972754082427,-0.0343450208934187
"PMP22:NM_008885",0.0327712220258157,-0.0107374135414186
"BCL6:NM_009744",-0.0336853381928182,-0.00189404197428781
"KAZALD1:NM_178929",0.0335097892739818,0.00651125356551534
"4930432O21RIK:NM_001025373",-0.00654516875719214,-0.0601254138534117
"RAI14:NM_030690:NM_001166408",0.033126068663206,0.00595450010375322
"TGM2:NM_009373",0.0182142420520984,-0.0503060199130115
"OAS3:NM_145226",0.0276264925052717,-0.0307305119835216
"DAB2:NM_001008702:NM_023118:NM_001102400:NM_001037905",0.0322040170278683,-0.00254133962697509
"GNG2:NM_010315:NM_001038637",-0.0289042732266071,-0.0182909499001156
"ZFP81:NM_207541",-0.0083538295434966,-0.0589511103139725
"MCART6:NM_001114179:NM_001082412",0.0215762038940605,-0.0463567976628589
"4930427A07RIK:NM_134041",0.0309054480299537,-0.0228555161675409
"MTAP6:NM_001048167:NM_010837:NM_001043355",0.0288300293380353,0.0304843473537362
"PPP1CB:NM_172707",-0.0139019865401684,-0.0553087799854337
"TPBG:NM_011627:NM_001164792",0.0316002134239885,0.0180131445720033
"UBA6:NM_172712",-0.0137517376548331,-0.0543096860418506
"TCF7L1:NM_009332:NM_001079822",0.032735461664462,-0.00742873786461572
"DDR1:NM_172962:NM_007584",0.0317672451607159,0.0161885413704588
"LRRC33:NM_146069",0.0313836050803743,-0.0205119862443366
"MXRA7:NM_026280",0.0322731319234673,0.0113170834241141
"KDELR3:NM_134090",0.0320672267740236,0.00234882273385624
"LAP3:NM_024434",0.0194582437097173,-0.0493182709301567
"RPL22L1:NR_004442",-0.018534193255607,-0.0409013202735918
"HEATR1:NM_144835",0.0146140385947449,-0.0546541996796176
"LYPLA1:NM_008866",-0.0113125925187671,-0.0566291605134451
"STAT1:NM_009283",0.0231917466404529,-0.0435548965307515
"CHM:NM_018818",-0.0116746933004582,-0.0562035784716552
"TNS1:NM_027884",0.0314133681426374,0.0182891718233147
"PKD2:NM_008861",0.0326052339113232,-0.00635784478426368
"ASNS:NM_012055",0.0324037267366732,0.00456400409874943
"DALRD3:NM_026378",0.0214973753493324,0.0347202392196172
"NR_001461:NR_001461",0.0162121507498445,-0.0446256003823648
"FZD8:NM_008058",0.0311921624908507,0.0199159010110257
"AQP1:NM_007472",0.0322584042359893,0.00961986299170726
"CDC25B:NM_023117:NM_001111075",0.0122526767008149,0.0445052537029973
"FAM129C:NM_001166213",0.0254548712295149,0.026338262048338
"FBLN5:NM_011812",0.0198792153824546,0.0477612488663255
"SLC16A1:NM_009196",0.00799752488154147,-0.0584769064046112
"FKBP5:NM_010220",0.0255480051530958,-0.0346355004281647
"NDUFA3:NM_025348",-0.0288696774430694,-0.0194570723945085
"PTGS1:NM_008969",0.0321205350880939,-0.00465810976873979
"TTC28:NM_024477",0.0286920516336422,0.0202567083933006
"MET:NM_008591",0.0326227833171623,-0.00244624393423814
"ARHGEF17:NM_001081116",0.0323614652167366,0.00528835860522712
"2610034B18RIK:NM_027420",0.0315762467559767,0.00675394006868395
"SLC4A7:NM_001033270",-0.0206733385050355,-0.042654955209326
"BET1:NM_009748",-0.0202035365154575,-0.0463668710199275
"KIFC3:NM_001145832:NM_010631:NM_001145831",0.0304195615473394,-0.0212169296448426
"TNKS1BP1:NM_001081260",0.0317604808603998,0.0118955925635738
"THOC2:NM_001033422",-0.0187416358061798,-0.0475483715487887
"ITPR1:NM_010585",0.0211571212124836,0.0297308028137096
"ANPEP:NM_008486",0.0324170509320394,-0.00120944404416601
"CDC42EP1:NM_027219",0.0316299322857004,0.0112330165064114
"MOBKL1A:NM_026735",-0.0119325500986847,-0.0553711605511804
"DENND2D:NM_001093754:NM_028110",0.0318803951381187,-0.00838566054732113
"PNO1:NM_025443",0.00695205654488846,-0.0504832274224997
"FZD2:NM_020510",0.0300492806021024,0.0208907569438983
"SPEG:NM_007463:NM_001085371:NM_001085370:NM_001173477",0.0304986543014714,0.0146571865269826
"TIMP2:NM_011594",0.0321439158757511,0.00142923611635773
"GDF15:NM_011819",0.0267727938146715,-0.0301003909274951
"BTG1:NM_007569",0.0272103326965722,-0.0312378845962782
"THBS1:NM_011580",-0.030810887581987,0.0171196967187065
"CABLES1:NM_022021:NM_001146287",-0.0209250508066562,-0.0402746415703138
"DDR2:NM_022563",0.0310964799689876,0.0034864528773264
"ADAM19:NM_009616",0.0287662177793055,-0.00806657128495772
"ATRX:NM_009530",-0.0111991285797607,-0.0547146974372799
"ZFP518:NM_028319",-0.0239365874700956,-0.0388872271511834
"GREM2:NM_011825",0.0311761101264664,-0.0125368164089257
"GPBP1:NM_028487:NM_001122963",-0.018319794971667,-0.046496366862585
"NRP1:NM_008737",0.0287799116411482,-0.0199613278884401
"GRWD1:NM_153419",0.0223596154367127,-0.0397275600043833
"PTCRA:NM_011195",0.0302566469143138,-0.0157119555009156
"EPHB3:NM_010143",0.0303674966116198,0.0159592952924637
"FAM198B:NM_133187",0.0299637482834149,0.0188584465582353
