"","PC1","PC2"
"GPR174:NM_001033251",-0.0203458980059496,-0.0399897879504915
"MIER1:NM_027696:NM_001039081",-0.0226159854524656,-0.0411308721074203
"HMGA2:NM_010441",0.0314731311751971,0.00277876126885047
"KPNA3:NM_008466",-0.0146841593207309,-0.0514392381798352
"PGM2L1:NM_027629",-0.0187986996267441,-0.0465372446056696
"CD3G:NM_009850",-0.0272424536464803,-0.0130058920800192
"ZFP386:NM_019565:NM_001004066",-0.0165327126938276,-0.0496314404693157
"GPR114:NM_001033468:NM_001145972",0.0313545184476964,-0.0078850410012233
"PAPPA:NM_021362",0.029899131677739,0.0134791175848368
"NOLC1:NM_001039351:NM_053086:NM_001039353:NM_001039352",0.0205120251143322,-0.0441933822257456
"IER5L:NM_030244",0.0266713081870198,0.0290635424821836
"GPR116:NM_001081178",0.0315544030527291,-0.00278329202624497
"MAFB:NM_010658",0.0196906692751701,-0.045266276722634
"SEPT7:NM_009859",-0.0110328991063252,-0.0542370977666886
"CHST1:NM_023850",0.0284117356072206,0.022889395794625
"ZFP423:NM_033327",0.0306856401784559,0.00108689776029319
"ZFP874:NM_177712",-0.0234312635863184,-0.0379536335787418
"SMC4:NM_133786",-0.0171461193765524,-0.0479685651084799
"CTSC:NM_009982",0.00216861138809357,-0.0510150478406398
"RRAS2:NM_025846",0.00264676122444014,-0.0507009521748804
"DCLK1:NM_001111053:NM_019978:NM_001111052:NM_001111051",0.0304699962564728,-0.00165701682809705
"TUSC5:NM_177709",0.0230481617168831,-0.0210759689291743
"GEM:NM_010276",0.0252497120603479,0.03276377410608
"RHOU:NM_133955",0.0313558788234912,-0.00101023645302677
"TTLL3:NM_001142732:NM_133923",0.0193699476317347,0.0369966623672316
"FABP4:NM_024406",0.0299266188356053,-0.0151402328689281
"DST:NM_133833:NM_134448",0.0240625024597599,0.0128667990832929
"STOM:NM_013515",0.0227961765810016,-0.0358625292586548
"CDC42BPB:NM_183016",0.0288795290334617,0.0218094313397861
"IL12RB1:NM_008353",0.0281385089947407,0.021994161539357
"FGD6:NM_053072",0.00240547653969014,-0.0569270061316225
"MBNL3:NM_134163",-0.0190399794325465,-0.0450754441679924
"MTAP1B:NM_008634",0.0309845832035248,0.00581420936674038
"PLCL1:NM_001114663",0.0216485621570389,-0.0317310409550106
"NUFIP2:NM_001024205",-0.0104590642687998,-0.0525021942476228
"DDIT4L:NM_030143",0.0308008079573379,0.00781282131867948
"COL11A2:NM_009926",0.0239898892181099,0.0204430855098209
"MEIS2:NM_001159569:NM_001159570:NM_010825:NM_001159567:NM_001159568:NM_001136072",0.0285923883330688,0.0222221540054272
"DNAJA1:NM_008298:NM_001164671:NM_001164672",-0.0157094256988609,-0.0469365828587369
"A430110N23RIK:NM_173008",0.0305048177975905,0.0105608875610438
"CNOT6L:NM_178854:NM_144910",-0.0183011507149985,-0.044585115978843
"CDC73:NM_145991",-0.00547699542951453,-0.0559925084378902
"FAM171A1:NM_001081161",0.030761593313264,0.00677451985296675
"HOXA3:NM_010452",0.0298076818552394,0.012993903995706
"PDE3A:NM_018779",0.0304260038572926,0.00702455407652489
"SHC2:NM_001024539",0.0250993909130071,0.0314400522882479
"IL15RA:NM_133836:NM_008358",0.0265039997953149,-0.0277440377937678
"PDE7B:NM_013875",0.0241456205461928,0.0200188035875236
"RARRES1:NM_001164763",0.0304596659781361,-0.00492789916143292
"SCAI:NM_178778",-0.00257316522610054,-0.0474419676016481
"RRP1B:NM_028244:NM_001163734",0.0229919147639762,-0.0377763858732563
"CD276:NM_133983",0.0284073813714893,0.0207425837223501
"KIF18B:NM_197959",0.0306654272908676,-0.00391260308485733
"PTPN14:NM_008976",0.0298780009393725,0.000462647258334042
"CD63:NM_001042580:NM_007653",0.0293045325141991,0.0170198283448704
"CACYBP:NM_009786",0.00761726692498944,-0.0531631002811124
"FAM20A:NM_153782",0.0278254126566769,0.0231041204979328
"PCDH19:NM_001105246:NM_001105245",0.0298394669324232,-0.00261780376732041
"OSR1:NM_011859",0.0278954742982232,0.0225714557349214
"MTF2:NM_013827",0.00165542733869822,-0.0524843744059633
"ASCC3:NM_001146089:NM_198007",-0.0179170194431929,-0.045197411411678
"CEBPB:NM_009883",0.0283418320567168,0.00783303134558213
"RRP9:NM_145620",0.0213157182735169,-0.0401916948581387
"ADAMTS4:NM_172845",0.0300160776954579,-0.0087413288661931
"MYL9:NM_172118",0.0214409606740733,0.0399880506264785
"REXO2:NM_024233",0.0050053419522246,-0.0508213275584386
"AK1:NM_021515",0.0300935941500323,0.00483613827016408
"WDR43:NM_175639",0.01653871678534,-0.04704773220764
"PANK3:NM_145962",-0.0108931344076295,-0.0511038585217021
"JHDM1D:NM_001033430",-0.0235067652010766,-0.0355165125288503
"PCM1:NM_023662",-0.00958767384916811,-0.0518605544010286
"DLC1:NM_015802",0.030008834445148,-0.000218565096976834
"F2R:NM_010169",0.00318722204830118,-0.0512194926735433
"ST8SIA4:NM_009183:NM_001159745",-0.0101017153723309,-0.0526134872578374
"LIN7C:NM_011699",-0.0182725583176647,-0.0439063602042088
"ROD1:NM_178164:NM_144904",-0.0195467709489398,-0.0426739847515065
"TNFRSF25:NM_033042",0.0158047242986638,0.0473164400697007
"MAP3K2:NM_011946",-0.011750251206609,-0.0479910742395597
"ARSK:NM_029847",-0.00918025463074475,-0.0529587576125145
"CAPZA2:NM_007604",-0.0174715596321106,-0.044738351068727
"OBSL1:NM_178884",0.0300715544482362,0.002339768912602
"TSPAN32:NM_001128080:NM_001128082:NM_020286:NM_001128081",0.0122947816578911,0.0492923904060442
"LRRK1:NM_146191",0.0288361086320475,0.0165926827991033
